symbol	CD-coefficient
ADAM9	-0.01400568
ADAMDEC1	-0.01004944
ADAMTS1	-0.00507208
ADAMTS12	-0.00024985
ADAMTS13	-4.03e-06
ADAMTS2	0.00824743
ADAMTS20	0.00070472
ADAMTS3	-0.01277718
ADAMTS5	-0.00280798
ADAMTS6	-0.00140875
ADAMTS7	-0.00013207
ADAMTS8	0.00594237
ADAMTS9	0.00167866
ADAMTSL2	-0.0019416
ADAMTSL3	-0.01565429
ADAMTSL4	0.0070157
ADAP1	0.0200814
ADAP2	-0.00319427
ADAR	0.0035142
ADARB1	-0.00764247
ADARB2	0.00406526
ADAT1	0.00261952
ADCK2	0.00078801
ADCY1	0.01388959
ADCY10	0.00078215
ADCY2	0.00054084
ADCY3	-0.00331335
ADCY6	-0.00459514
ADCY7	-0.00297649
ADCY8	0.00692268
ADCY9	0.00870748
ADCYAP1	-0.00123547
ADCYAP1R1	0.00191682
ADD1	0.00444217
ADD2	-0.00276382
ADD3	0.02787454
ADGB	0.0016495
ADGRA2	0.01177456
ADGRA3	0.00547326
ADGRB1	0.00028485
ADGRB2	0.01336812
ADGRB3	-0.00195197
ADGRE1	0.00855319
ADGRE2	0.02245512
ADGRE3	0.00303972
ADGRE5	-0.01775527
ADGRF1	0.00389342
ADGRF5	-0.01033055
ADGRG1	0.01200961
ADGRG2	-0.00624625
ADGRG3	0.00425313
ADGRG6	-0.02076488
ADGRL1	0.00685536
ADGRL2	-0.00777077
ADGRL3	-0.00591511
ADGRL4	-0.00797258
ADGRV1	-0.00024331
ADH1A	-0.00138026
ADH1B	-0.01471874
ADH1C	-0.0106405
ADH5	-0.02646924
ADH6	-0.00267051
ADH7	-0.01092327
ADI1	0.00433999
ADIPOQ	-0.00214708
ADIPOR1	0.0029728
ADIPOR2	-0.01337289
ADIRF	0.02381653
ADK	0.00883211
ADM	0.00796237
ADM2	0.00081727
ADNP	0.00282684
ADNP2	-0.00693116
ADO	0.05272291
ADORA1	6.739e-05
ADORA2B	0.01165454
ADORA3	0.00252792
ADPGK	0.00131189
ADPRH	-0.0013266
ADPRM	-0.00485729
ADRA1A	0.00169484
ADRA1B	0.00186905
ADRA1D	0.00395765
ADRA2A	-0.00844412
ADRA2B	-0.002829
ADRA2C	-0.00022622
ADRB1	-0.00192387
ADRB2	0.00155453
ADRB3	0.0022182
ADRM1	-0.01197752
ADSL	0.00130938
ADSS	-0.00660948
ADTRP	0.00060457
AEBP1	0.00195867
AEN	0.00653494
AFAP1	0.00372931
AFDN	-0.00113095
AFDN-DT	0.00764552
AFF1	0.00105391
AFF2	0.00206074
AFF3	0.00393617
AFF4	-0.00457944
AFG3L2	0.00107132
AFM	-0.00836875
AFP	0.00237762
AFTPH	0.00974921
AGA	-0.0131531
AGAP1	-0.01358842
AGAP2	0.00077831
AGBL2	0.00210183
AGBL3	0.00228319
AGBL5	-0.00984768
AGER	0.00406688
AGFG1	0.00217809
AGFG2	0.00326409
AGGF1	-0.00169776
AGK	-0.00479413
AGL	-0.03781203
AGMAT	-0.00055188
AGO1	-0.00026001
AGO2	-0.00477354
AGO3	0.00084429
AGO4	0.00109107
AGPAT1	0.00085324
AGPAT2	0.01097427
AGPAT3	-0.00063664
AGPAT4	0.00979327
AGPAT5	0.00764672
AGPS	-0.00195946
AGR2	-0.01382938
AGRN	0.00282711
AGRP	-0.00062128
AGT	-0.00118414
AGTPBP1	-0.00184216
AGTR1	0.00308793
AGTR2	-0.00320333
AGXT	0.00069086
AHCTF1	-0.01454868
AHCY	-0.00137451
AHCYL1	0.00350774
AHCYL2	-0.0059317
AHDC1	0.00653425
AHI1	0.00337796
AHNAK	0.01172789
AHNAK2	-0.03952207
AHR	-0.00190419
AHSA1	0.00629582
AHSG	-0.00251978
AHSP	-0.00522416
AICDA	-0.00428245
AIDA	-0.0121676
AIF1	0.00507332
AIFM1	-0.00801114
AIM2	0.01205087
AIMP1	-0.00882952
AIMP2	-0.00360102
AIP	-0.00872129
AIPL1	0.00114491
AIRE	0.00154556
AJAP1	-0.00157629
AK1	0.02906774
AK2	0.00319885
AK4	0.00831603
AK5	0.00692038
AKAP1	-0.00872081
AKAP10	0.00531094
AKAP11	-0.01641883
AKAP12	0.02883049
AKAP13	-0.01319435
AKAP17A	0.01337832
AKAP3	0.00672408
AKAP4	0.00422034
AKAP5	0.00269483
AKAP6	-0.00081905
AKAP7	-0.00556976
AKAP8	-0.00861944
AKAP8L	-0.02649631
AKAP9	0.00846473
AKIP1	0.00962372
AKIRIN1	-0.00454516
AKR1A1	0.00690833
AKR1B1	-0.02852393
AKR1B10	-0.01071209
AKR1C1	-0.00133595
AKR1C2	-0.0086388
AKR1C3	-0.00737619
AKR1C4	0.00484018
AKR1D1	0.00346637
AKR7A2	-0.02930179
AKR7A3	-0.00802744
AKT1	-0.01988553
AKT2	-0.00367478
AKT3	-0.00525527
AKTIP	-0.00013238
ALAD	-0.00671957
ALAS1	0.00029187
ALAS2	-0.00231145
ALB	-0.01450079
ALCAM	0.00375032
ALDH18A1	0.01089761
ALDH1A1	-0.02107132
ALDH1A2	-0.00296445
ALDH1A3	0.00197869
ALDH1B1	-0.01086643
ALDH1L1	0.00085934
ALDH2	-0.00059991
ALDH3A1	-0.00958101
ALDH3A2	-0.01184133
ALDH3B1	0.00524125
ALDH3B2	0.00199509
ALDH4A1	-0.0142239
ALDH5A1	0.01273296
ALDH6A1	-0.01773984
ALDH7A1	0.0028743
ALDH8A1	0.00052433
ALDH9A1	-4.825e-05
ALDOA	-0.01903758
ALDOB	-0.00085648
ALDOC	-0.00398242
ALG12	0.00652397
ALG13	0.003157
ALG3	-0.00453337
ALG5	-0.00643603
ALG6	-0.00625001
ALG8	-0.01438871
ALK	-0.0006185
ALKBH1	-0.00126531
ALKBH4	-0.00051228
ALLC	-0.00227477
ALMS1	-0.0075027
ALOX12	-0.0021736
ALOX12B	-0.00102698
ALOX15	0.00207218
ALOX15B	0.00453331
ALOX5	-0.0011548
ALOX5AP	-0.00284919
ALOXE3	-0.00239596
ALPG	-0.00102059
ALPI	0.00429233
ALPK1	0.00700771
ALPK3	-0.01713281
ALPL	0.00835648
ALPP	0.0017211
ALS2CL	-0.01071518
ALX1	-0.00329048
ALX3	-0.00243691
ALX4	0.00238146
AMACR	0.01169673
AMBN	0.00244468
AMBP	-0.00765212
AMBRA1	0.00103674
AMD1	-0.00521592
AMDHD2	0.06201041
AMELX	0.00117562
AMELY	0.00298724
AMFR	-0.01103204
AMH	0.00916145
AMHR2	0.00430282
AMIGO2	-0.00111061
AMMECR1	0.00327647
AMN	0.0017219
AMOT	-0.00063779
AMOTL2	0.01179604
AMPD1	-0.00139097
AMPD2	-0.01477065
AMPD3	-0.01566716
AMPH	-0.00037899
AMT	-0.01081116
AMZ2	-0.00296268
ANAPC1	-0.01001734
ANAPC10	0.00782002
ANAPC13	-0.00041664
ANAPC15	0.00383422
ANAPC2	0.00213432
ANAPC5	0.00446969
ANG	-0.00431078
ANGEL1	-0.00343079
ANGEL2	-0.00187523
ANGPT1	-0.00102841
ANGPT2	0.00915383
ANGPT4	-0.00208902
ANGPTL2	-0.01074186
ANGPTL3	-0.00310572
ANGPTL4	0.01154742
ANGPTL7	-0.01343004
ANGPTL8	-0.00083735
ANK1	0.00149399
ANK2	-0.0003208
ANK3	-0.00921242
ANKEF1	0.00150976
ANKFY1	-0.00209403
ANKH	-0.00416476
ANKHD1	0.00038566
ANKLE2	-0.00057588
ANKMY1	0.00116167
ANKMY2	0.00035948
ANKRA2	0.00431398
ANKRD1	0.00351691
ANKRD10	-0.01241633
ANKRD11	-0.00993576
ANKRD12	-0.00224009
ANKRD17	-0.00420398
ANKRD2	0.00246311
ANKRD26	0.00274092
ANKRD27	0.01174795
ANKRD28	-0.02293023
ANKRD34C	0.00070032
ANKRD36	-0.00580888
ANKRD36BP2	0.00187183
ANKRD40	-0.0024828
ANKRD40CL	0.00977244
ANKRD46	0.00619503
ANKRD49	0.00712111
ANKRD53	0.00499244
ANKRD55	0.00248879
ANKRD6	0.01165999
ANKRD7	0.00468384
ANKS1A	-0.00240121
ANKS1B	0.00153503
ANKZF1	0.00544339
ANO1	0.00390659
ANO10	-0.00956498
ANO2	-0.00654999
ANO3	-0.00197278
ANOS1	0.0113297
ANP32A	-0.01574165
ANP32B	-0.00248581
ANP32E	-0.00419681
ANPEP	0.01934747
ANTXR1	0.00190765
ANXA1	-0.01012311
ANXA10	0.0021966
ANXA11	0.01322765
ANXA13	-0.00179346
ANXA2	0.00376346
ANXA2P2	-0.00186543
ANXA3	0.01416754
ANXA4	0.00095594
ANXA5	-0.00555224
ANXA6	-0.01474572
ANXA7	-0.00170569
ANXA9	0.01941799
AOAH	0.00994345
AOC1	0.00553512
AOC2	0.00580126
AOC3	-0.01128134
AOC4P	-0.00181527
AOPEP	-0.01753306
AOX1	-0.01321187
AP1AR	0.00102934
AP1B1	0.00040705
AP1G1	-0.00303994
AP1G2	0.00373558
AP1M2	0.00482056
AP1S1	0.00768765
AP1S2	-0.00890742
AP2A2	0.01645989
AP2B1	0.02146787
AP2M1	-0.00461495
AP2S1	-0.00229922
AP3B1	0.00170181
AP3B2	0.00450836
AP3D1	-0.00180711
AP3M2	-0.00201923
AP3S1	0.00264942
AP3S2	0.00953266
AP4E1	-0.00021528
AP4M1	0.00155911
AP4S1	0.01576862
AP5M1	-0.00509745
AP5S1	0.00615231
AP5Z1	-0.00081873
APAF1	0.00102128
APBA1	-0.00071592
APBA2	0.00281557
APBA3	0.00266189
APBB1	0.00130178
APBB1IP	-0.00351479
APBB2	0.00120893
APBB3	0.0066323
APC	0.00305088
APC2	0.00614472
APCS	-0.00081342
APEH	-0.00229914
APEX1	0.00507197
APEX2	-0.01026176
APH1A	0.02461367
APH1B	0.00172773
API5	0.00423549
APIP	0.01120653
APLNR	-0.00539588
APLP1	-0.00226613
APLP2	-0.00577543
APMAP	-0.00769316
APOA1	0.00873356
APOA2	-0.00443131
APOA4	0.00841217
APOB	-0.00658661
APOBEC1	0.00373547
APOBEC2	0.00376314
APOBEC3A	-0.00058736
APOBEC3B	-0.00522916
APOBEC3C	0.01327996
APOBEC3F	0.01335689
APOBEC3G	0.01953912
APOBR	0.00812778
APOC1	-0.00399648
APOC2	-0.00474054
APOC3	0.00366457
APOD	0.03907114
APOE	-0.0056749
APOF	0.00010857
APOH	-0.00575696
APOL1	0.00535099
APOL2	0.00103693
APOL3	-0.00425681
APOL5	-0.00183139
APOL6	0.0051237
APOLD1	-0.00404208
APOM	0.01237399
APOO	0.00535425
APOOL	-0.00431161
APP	-0.00413243
APPBP2	0.00571365
APPL1	-0.01130156
APPL2	-0.00468391
APRT	0.00301033
APTX	0.00124227
AQP1	0.00875355
AQP2	-0.00353523
AQP3	-0.0200769
AQP4	0.0086542
AQP5	-0.00454718
AQP6	0.00686135
AQP7	-0.00068006
AQP8	0.00069666
AQP9	-0.01346615
AQR	-0.00386489
AR	-0.00971275
ARAF	-0.00733147
ARAP1	0.00918417
ARAP2	0.00406089
ARAP3	-0.00977039
ARC	0.01511126
ARCN1	-0.00745195
AREG	0.02083567
AREL1	-0.00010487
ARF1	6.72e-06
ARF3	-0.0057238
ARF4	-0.01016605
ARF5	0.01350167
ARF6	0.00020098
ARFGAP1	0.00512388
ARFGAP2	0.00780732
ARFGAP3	-0.00942604
ARFGEF1	0.01482937
ARFGEF2	-0.00675602
ARFIP1	0.0091621
ARFIP2	7.268e-05
ARFRP1	-0.00013678
ARG1	0.00386116
ARG2	-0.01907446
ARGLU1	0.01501913
ARHGAP1	-0.00878804
ARHGAP10	0.00393305
ARHGAP11A	0.00857235
ARHGAP12	0.01219033
ARHGAP15	-0.01186039
ARHGAP17	-0.00623201
ARHGAP19	0.00701277
ARHGAP22	0.00901914
ARHGAP24	0.00686287
ARHGAP25	0.00111089
ARHGAP26	0.00799242
ARHGAP28	0.00707383
ARHGAP29	-0.00851203
ARHGAP32	-0.00155286
ARHGAP33	0.0037403
ARHGAP35	-0.00053674
ARHGAP4	-0.00442328
ARHGAP44	-0.00851634
ARHGAP45	-0.00228868
ARHGAP5	0.00221102
ARHGAP6	-0.00206342
ARHGDIA	-0.00822902
ARHGDIB	0.00717407
ARHGDIG	0.00443229
ARHGEF1	-0.00026295
ARHGEF10	0.01476199
ARHGEF10L	0.00251597
ARHGEF11	-0.00216204
ARHGEF12	-0.01536543
ARHGEF15	0.00136151
ARHGEF16	0.00595232
ARHGEF17	-0.01049331
ARHGEF18	-0.01005644
ARHGEF2	-0.00886981
ARHGEF26	-0.00872809
ARHGEF28	-0.00717062
ARHGEF3	-0.01002726
ARHGEF38	-0.00441155
ARHGEF4	0.00303755
ARHGEF40	-0.0014136
ARHGEF5	-0.00293798
ARHGEF6	-0.01672492
ARHGEF7	0.00506398
ARHGEF9	-0.00797254
ARID1A	0.00283914
ARID3A	0.01376931
ARID3B	0.00258274
ARID4A	0.00036634
ARID4B	-0.00090732
ARID5A	0.0072006
ARID5B	0.0268222
ARIH1	0.00597041
ARIH2	-0.00331648
ARL1	0.00604548
ARL14	0.01388519
ARL15	0.01142864
ARL2	-0.01136942
ARL2BP	-0.00899062
ARL3	0.00532137
ARL4A	0.01056048
ARL4C	0.00830699
ARL4D	0.00284651
ARL5A	0.00092004
ARL6IP1	0.0144443
ARL6IP4	0.00678275
ARL6IP5	-0.0087706
ARL8B	-0.00173337
ARMC1	0.00125994
ARMC4	0.00029198
ARMC6	-0.00087583
ARMC7	0.00630137
ARMC8	0.00392669
ARMC9	-0.01292012
ARMCX1	-0.02402378
ARMCX2	0.01839564
ARMCX3	-0.00155862
ARMCX4	-0.00118646
ARMCX5	-0.01204043
ARMCX6	0.00311818
ARMH3	0.00588443
ARMT1	0.01956338
ARNT	0.00341988
ARNT2	0.01096691
ARNTL	0.00192806
ARNTL2	0.005495
ARPC1A	-0.00312007
ARPC1B	-0.01348155
ARPC2	0.00058946
ARPC3	-0.00751158
ARPC4	-0.01111627
ARPC5	-0.00316392
ARPC5L	0.01317009
ARPP19	-0.00549823
ARPP21	-0.00018623
ARR3	0.00135533
ARRB1	0.00405437
ARRB2	-0.01137987
ARSA	0.00029334
ARSB	-0.00205217
ARSD	-0.00177682
ARSE	-0.01178925
ARSF	-0.00018488
ARSJ	0.00297187
ART1	0.0019407
ART3	-0.01171649
ART4	0.00148062
ARTN	0.01149078
ARVCF	0.00390032
ASAH1	-0.00214907
ASAP1	-0.01592763
ASAP2	-0.03005123
ASAP3	-0.00570711
ASB1	-0.00512244
ASB13	-0.01333284
ASB4	0.00390004
ASB6	0.00588336
ASB7	-0.00291801
ASB8	-0.00496798
ASB9	0.00318422
ASCC1	0.00211163
ASCC2	0.01619367
ASCC3	-0.00052288
ASCL1	0.01227941
ASCL2	0.00185777
ASCL3	-0.00060745
ASF1A	0.00485235
ASF1B	-0.009419
ASGR1	0.00464065
ASGR2	0.00267197
ASH1L	-0.00314256
ASH2L	-0.00480758
ASIC1	0.00381818
ASIC2	-0.00173835
ASIC3	0.00195227
ASIC4	0.00223984
ASIP	4.02e-05
ASL	-0.01273515
ASMT	0.00050319
ASMTL	0.01449757
ASMTL-AS1	0.00451437
ASNA1	-0.00600576
ASNS	-0.0068072
ASNSD1	-0.00049213
ASPA	0.01887921
ASPH	0.00865685
ASPHD1	-0.00025659
ASPM	0.00418992
ASPN	-0.02493888
ASPSCR1	-0.01496467
ASRGL1	0.00098457
ASS1	0.01414783
ASTE1	0.00614118
ASTN1	-0.00326584
ASTN2	0.01168628
ASXL1	-0.00798076
ASXL2	-0.00607307
ATAD2	-0.01922484
ATAD2B	-0.00632386
ATAD3A	0.0007595
ATAD5	0.00311207
ATAT1	-1.524e-05
ATF1	-0.00090773
ATF2	-0.00638172
ATF3	-0.0078717
ATF4	0.01636115
ATF5	0.00424684
ATF6	-0.00810299
ATF6B	0.00333842
ATF7	-0.00412308
ATF7IP	0.00759053
ATF7IP2	0.01317701
ATG10	0.00196895
ATG101	0.00035791
ATG12	0.01155893
ATG13	0.00340274
ATG14	0.01427711
ATG16L1	-0.00095118
ATG2A	-0.00370737
ATG2B	-0.00308988
ATG3	0.00767622
ATG4A	0.0001172
ATG4B	-0.00065407
ATG5	0.01066746
ATG7	-0.00202609
ATG9A	0.00360343
ATIC	-0.00733609
ATM	-0.00741511
ATMIN	-0.03397415
ATN1	-0.00696029
ATOH1	-0.0015281
ATOX1	0.00063333
ATP10A	0.00128806
ATP10B	-0.00834988
ATP10D	-0.00746658
ATP11A	0.01472377
ATP11B	-0.00268279
ATP12A	0.00405595
ATP13A1	-0.00544285
ATP13A2	-0.00691612
ATP13A3	-0.00522224
ATP1A1	-0.00695573
ATP1A2	-0.00836595
ATP1A3	0.00678745
ATP1B1	-0.00558321
ATP1B2	-0.01362812
ATP1B3	-0.01117102
ATP1B4	0.00563809
ATP2A1	0.01179499
ATP2A2	0.00180521
ATP2A3	-0.01995739
ATP2B1	-0.03057114
ATP2B2	0.01733393
ATP2B3	-0.0001442
ATP2B4	-0.01225579
ATP2C1	-0.00342169
ATP2C2	-0.01496558
ATP4A	-0.00656882
ATP4B	0.00047489
ATP5F1A	-0.01247294
ATP5F1B	-0.00415895
ATP5F1C	5.59e-06
ATP5F1D	-1.958e-05
ATP5F1E	-0.02030693
ATP5IF1	-0.00216083
ATP5MC1	0.00319898
ATP5MC2	0.00846372
ATP5MC3	-0.01688489
ATP5ME	0.01102152
ATP5MF	-0.00037548
ATP5MG	-0.01173637
ATP5MPL	0.00365345
ATP5PB	-0.00332946
ATP5PD	0.00486997
ATP5PF	-0.00744677
ATP5PO	0.00028244
ATP6AP1	-0.00550989
ATP6AP2	3.809e-05
ATP6V0A1	0.00075707
ATP6V0A2	-0.00595823
ATP6V0A4	-0.00869866
ATP6V0B	0.00458759
ATP6V0C	0.01318499
ATP6V0D1	0.0008895
ATP6V0E1	0.00250036
ATP6V0E2	-0.0245351
ATP6V1A	0.01434875
ATP6V1B1	0.00454724
ATP6V1B2	-0.00553205
ATP6V1C1	0.02187651
ATP6V1D	0.01099036
ATP6V1E1	0.0048406
ATP6V1F	0.00605881
ATP6V1G1	0.01545094
ATP6V1H	0.00929268
ATP7A	-0.00731259
ATP7B	0.00479104
ATP8A1	-0.01494005
ATP8A2	0.00429423
ATP8B1	0.01479042
ATP8B2	-0.00626958
ATP8B3	-0.0007118
ATP8B4	0.00725131
ATP9A	0.01092198
ATP9B	0.00312481
ATPAF2	0.0066334
ATR	-0.00990384
ATRAID	-0.01226792
ATRN	0.01098543
ATRNL1	0.00094364
ATRX	-0.00454562
ATXN1	-0.010172
ATXN10	0.01595721
ATXN2	0.00486914
ATXN2L	0.00688921
ATXN3	0.00864604
ATXN3L	0.00041554
ATXN7	-0.00320642
ATXN7L1	0.0077928
ATXN7L3B	0.00678454
ATXN8OS	0.00101795
AUH	0.00629457
AUNIP	0.00296982
AUP1	-0.00072752
AURKA	0.00557347
AURKAIP1	0.01007047
AURKB	-0.02213369
AURKC	0.00072828
AUTS2	0.02620021
AVEN	-0.0120453
AVIL	0.00933752
AVL9	0.00449744
AVP	0.00250388
AVPI1	0.00645931
AVPR1A	-0.00037368
AVPR1B	-0.00203381
AVPR2	0.0007718
AXIN1	-0.00505901
AXL	-0.02340451
AZGP1	0.00263906
AZGP1P1	0.00230161
AZI2	0.00380086
AZIN1	0.01225795
AZU1	-0.00048535
B2M	-0.00273646
B3GALNT1	-0.00053853
B3GALT1	-0.00215515
B3GALT2	0.00033351
B3GALT4	-0.00706621
B3GALT5	0.00054921
B3GAT1	0.01313985
B3GAT3	-0.00623462
B3GNT2	0.00207465
B3GNT3	-0.00881201
B3GNT4	-0.00323952
B3GNTL1	0.01274973
B4GALNT1	-0.00202409
B4GALT1	-0.00959465
B4GALT2	-0.00685488
B4GALT3	0.00464355
B4GALT4	0.01049553
B4GALT5	0.00639227
B4GALT6	-0.0109198
B4GALT7	0.00456146
B4GAT1	0.00136209
B9D1	0.00880438
B9D2	0.00780877
BAALC	0.00059917
BAAT	-0.00317186
BABAM1	-0.00577402
BABAM2	-0.01376061
BACE1	-0.00986038
BACE2	0.00035972
BACH1	0.00812033
BACH2	0.01041233
BAD	0.00039186
BAG1	-0.00071009
BAG2	0.00844654
BAG3	0.00265884
BAG4	-0.00748465
BAG5	-0.0080993
BAG6	-0.00306243
BAHCC1	0.01348254
BAHD1	-0.0011549
BAIAP2	-0.00284683
BAIAP2L2	0.00261649
BAIAP3	0.00689676
BAK1	-0.01005456
BAMBI	0.001048
BANF1	0.01363247
BANK1	-0.01365908
BANP	0.00077893
BAP1	-0.0093689
BARD1	0.00246871
BARX1	-0.00190413
BARX2	0.00448867
BASP1	0.00726022
BATF	0.0115396
BATF3	0.01727943
BAX	0.02414188
BAZ1A	0.00274504
BAZ1B	0.00078255
BAZ2A	0.01839151
BAZ2B	0.00399289
BBC3	0.0057044
BBIP1	0.00487244
BBOF1	-0.00365577
BBOX1	0.01314984
BBS1	-0.00299586
BBS10	0.00519524
BBS4	0.0062732
BBS7	0.0059088
BBS9	0.00201707
BBX	-0.00281291
BCAM	0.00202778
BCAN	-0.00135223
BCAP29	0.00797646
BCAP31	-0.00947627
BCAR3	0.00043677
BCAS1	-0.00596018
BCAS2	-0.00569848
BCAS3	0.00221316
BCAS4	-0.00548599
BCAT1	0.01510425
BCAT2	0.01454845
BCCIP	0.01485397
BCHE	-0.01243772
BCKDHA	-0.00204615
BCKDHB	0.00071487
BCKDK	0.0079068
BCL10	0.00773548
BCL11A	-0.0026296
BCL11B	-0.01159797
BCL2	-0.00761884
BCL2A1	0.00298912
BCL2L1	0.00903883
BCL2L10	0.00310441
BCL2L11	-0.00226335
BCL2L13	0.00530759
BCL2L14	0.00300222
BCL2L2	0.0118717
BCL3	-0.00502746
BCL6	-0.00954471
BCL7A	0.01876312
BCL7B	-0.0049344
BCL7C	0.00208472
BCL9	-0.00318001
BCLAF1	0.00512415
BCO1	-0.00379725
BCOR	-0.00434142
BCORL1	0.00690767
BCR	-0.00830423
BCS1L	-0.00256981
BDH1	-0.01606405
BDH2	-0.01186698
BDKRB1	0.00119875
BDNF	0.01293687
BEAN1	5.451e-05
BECN1	0.00292957
BEGAIN	0.00240375
BEND5	0.00014581
BEST1	0.00207652
BEST2	-0.01119936
BET1	0.01547563
BET1L	0.00686988
BEX1	0.00724482
BEX3	0.00018722
BEX4	-0.0032634
BFAR	0.00349269
BFSP1	-0.00470201
BFSP2	-0.00039419
BGN	0.00494454
BHLHB9	-0.00287545
BHLHE40	0.00422757
BHLHE41	0.00548615
BHMT	-0.00247018
BHMT2	-0.0284968
BICC1	0.01060225
BICD1	-0.00945828
BICD2	0.00317044
BICDL1	-0.00133452
BICRA	-0.00268604
BICRAL	0.00248818
BID	0.00094843
BIK	0.02127143
BIN1	0.01536823
BIN2	0.00212643
BIN3	-0.00769708
BIRC2	-0.01951537
BIRC3	-0.0046722
BIRC5	-0.00107816
BIRC7	0.00423767
BLCAP	0.00024021
BLK	-0.00134639
