symbol	CD-coefficient
ADAM11	-0.00042797
ADAM12	-0.01024601
ADAM15	-0.0099063
ADAM17	-0.00492767
ADAM18	-0.00033469
ADAM19	0.00859324
ADAM2	-0.00493586
ADAM20	0.0002262
ADAM22	-0.00268496
ADAM23	0.00589704
ADAM28	-0.00058393
ADAM29	0.00447327
ADAM30	0.0061888
ADAM3A	0.00147824
ADAM5	0.00379161
ADAM7	-0.00124217
ADAM8	0.00129943
ADAM9	0.01703704
ADAMDEC1	0.00376519
ADAMTS1	0.01172971
ADAMTS12	-0.00039122
ADAMTS13	-0.00349051
ADAMTS2	0.00064275
ADAMTS20	-0.00146165
ADAMTS3	0.00179407
ADAMTS5	0.01078499
ADAMTS6	0.00401541
ADAMTS7	0.00103244
ADAMTS8	0.00151606
ADAMTS9	-0.00069695
ADAMTSL2	-0.00534211
ADAMTSL3	-0.00517111
ADAMTSL4	7.243e-05
ADAP1	-0.00487079
ADAP2	-0.00783388
ADAR	0.00154825
ADARB1	0.00077743
ADARB2	0.00421825
ADAT1	0.00060391
ADCK2	-0.00430251
ADCY1	0.0258852
ADCY10	-0.00335373
ADCY2	0.00859735
ADCY3	0.01979059
ADCY6	0.00895922
ADCY7	-0.01157874
ADCY8	0.0017135
ADCY9	-0.00348813
ADCYAP1	0.00641316
ADCYAP1R1	0.00113128
ADD1	0.00676615
ADD2	-0.01329883
ADD3	0.00603545
ADGB	-0.00611487
ADGRA2	-0.00181292
ADGRA3	-0.00605614
ADGRB1	-0.00173304
ADGRB2	0.00295175
ADGRB3	0.01401538
ADGRE1	0.00617542
ADGRE2	-0.00852416
ADGRE3	-0.00391745
ADGRE5	-0.01457092
ADGRF1	0.00303432
ADGRF5	0.02112436
ADGRG1	0.00325704
ADGRG2	-0.00635175
ADGRG3	-0.00406224
ADGRG6	0.00406848
ADGRL1	-0.00264855
ADGRL2	0.01685725
ADGRL3	0.01072381
ADGRL4	0.01702379
ADGRV1	-0.0024681
ADH1A	-0.02759019
ADH1B	-0.02192713
ADH1C	-0.03836465
ADH5	-0.01068181
ADH6	-0.01111751
ADH7	-0.00762696
ADI1	0.00295081
ADIPOQ	0.00510562
ADIPOR1	-0.01327947
ADIPOR2	0.00285046
ADIRF	0.00732083
ADK	-0.00779435
ADM	0.04700113
ADM2	-0.00310163
ADNP	-0.00462327
ADNP2	0.00255256
ADO	-0.00389871
ADORA1	0.00555183
ADORA2B	0.00572539
ADORA3	0.00382219
ADPGK	-0.00381009
ADPRH	0.00142382
ADPRM	-0.01091885
ADRA1A	-0.00196987
ADRA1B	-0.00787718
ADRA1D	0.00186888
ADRA2A	-0.0021029
ADRA2B	-0.00276321
ADRA2C	-0.00674743
ADRB1	-0.0010776
ADRB2	-0.00724098
ADRB3	0.00472854
ADRM1	0.00027332
ADSL	0.00308896
ADSS	-0.00113922
ADTRP	-0.00441313
AEBP1	-0.01167831
AEN	0.00093866
AFAP1	-0.00083642
AFDN	-0.00110251
AFDN-DT	0.00247662
AFF1	0.01152135
AFF2	-0.00523208
AFF3	6.232e-05
AFF4	-0.00571208
AFG3L2	-0.00238551
AFM	-0.01875972
AFP	0.01727576
AFTPH	0.00069732
AGA	0.00597893
AGAP1	0.02865156
AGAP2	0.00032894
AGBL2	-0.00696819
AGBL3	-0.00312868
AGBL5	0.00141099
AGER	-0.00471253
AGFG1	0.00869687
AGFG2	0.00356105
AGGF1	-0.00982094
AGK	0.00416201
AGL	-0.00953988
AGMAT	0.00119347
AGO1	-0.0030514
AGO2	0.00717377
AGO3	-0.00516879
AGO4	-0.00037609
AGPAT1	0.01030357
AGPAT2	-0.00103795
AGPAT3	0.00247726
AGPAT4	-0.00291793
AGPAT5	0.01072169
AGPS	3.231e-05
AGR2	-0.00232665
AGRN	0.01599457
AGRP	-0.00426014
AGT	0.02260219
AGTPBP1	0.00734566
AGTR1	0.00125653
AGTR2	0.00134552
AGXT	-0.01607775
AHCTF1	-0.00480138
AHCY	0.01047958
AHCYL1	0.00650219
AHCYL2	-0.01346003
AHDC1	0.00366422
AHI1	0.00780199
AHNAK	-0.01259887
AHNAK2	0.02832444
AHR	0.01946033
AHSA1	-0.00806066
AHSG	0.00897022
AHSP	-0.01519697
AICDA	0.00076746
AIDA	-0.02075856
AIF1	0.00601563
AIFM1	0.00542318
AIM2	0.00553981
AIMP1	0.00850892
AIMP2	0.00839748
AIP	-0.00115863
AIPL1	-0.00193441
AIRE	-0.00160951
AJAP1	0.00369067
AK1	-0.03767865
AK2	-0.00719637
AK4	0.02907626
AK5	0.0163068
AKAP1	0.01663721
AKAP10	-0.00569367
AKAP11	0.00654156
AKAP12	0.02055436
AKAP13	0.00690938
AKAP17A	-0.00185515
AKAP3	0.00148802
AKAP4	0.00204574
AKAP5	-0.00145667
AKAP6	0.00563012
AKAP7	0.0068397
AKAP8	0.00605989
AKAP8L	-0.01219306
AKAP9	-0.01884246
AKIP1	-0.00492169
AKIRIN1	-0.0009402
AKR1A1	-0.00718923
AKR1B1	-0.00306554
AKR1B10	0.00480021
AKR1C1	0.00252646
AKR1C2	0.00119979
AKR1C3	0.00096608
AKR1C4	-0.01536287
AKR1D1	-0.00967856
AKR7A2	-0.01306371
AKR7A3	-0.01624116
AKT1	-0.00396065
AKT2	-0.00090488
AKT3	0.00463907
AKTIP	0.00290821
ALAD	-0.014192
ALAS1	-0.00482494
ALAS2	-0.01511426
ALB	-0.0051715
ALCAM	0.00065433
ALDH18A1	0.0110761
ALDH1A1	-0.00674273
ALDH1A2	0.00448769
ALDH1A3	0.00733956
ALDH1B1	0.0031568
ALDH1L1	0.00499706
ALDH2	-0.01516997
ALDH3A1	0.00402245
ALDH3A2	-0.01121013
ALDH3B1	-0.00426564
ALDH3B2	-0.01202673
ALDH4A1	0.00059824
ALDH5A1	-0.01171428
ALDH6A1	0.00674394
ALDH7A1	-0.0019456
ALDH8A1	-0.00385493
ALDH9A1	0.01226801
ALDOA	-0.00109505
ALDOB	-0.00849306
ALDOC	0.00161253
ALG12	-0.00550863
ALG13	-0.00642767
ALG3	0.00408709
ALG5	0.01131025
ALG6	-0.00939691
ALG8	-0.00545992
ALK	0.00891099
ALKBH1	-0.00314692
ALKBH4	-0.00642838
ALLC	0.00212337
ALMS1	-0.00779125
ALOX12	-0.00715379
ALOX12B	-0.00464159
ALOX15	-0.00643868
ALOX15B	-0.0102218
ALOX5	-0.00313819
ALOX5AP	-0.01924322
ALOXE3	-0.00416553
ALPG	-0.00189345
ALPI	-0.00353087
ALPK1	-0.00740407
ALPK3	0.01349972
ALPL	-0.01207611
ALPP	-5.043e-05
ALS2CL	-0.00718855
ALX1	0.00137051
ALX3	-0.0034856
ALX4	-0.0004208
AMACR	-0.01053189
AMBN	0.00080229
AMBP	-0.00272755
AMBRA1	-0.00611265
AMD1	0.00588347
AMDHD2	-0.01173341
AMELX	0.00213402
AMELY	-0.00104376
AMFR	-0.00091676
AMH	0.00950579
AMHR2	0.00011633
AMIGO2	0.017794
AMMECR1	-0.01041906
AMN	-0.00408132
AMOT	0.00379643
AMOTL2	0.00668604
AMPD1	-0.01455404
AMPD2	-0.01277675
AMPD3	-0.00941107
AMPH	0.01379986
AMT	-0.00461048
AMZ2	0.00292585
ANAPC1	4.812e-05
ANAPC10	0.00705367
ANAPC13	0.00486522
ANAPC15	-0.00520027
ANAPC2	-0.00523842
ANAPC5	0.00273759
ANG	-0.03154844
ANGEL1	0.000372
ANGEL2	-0.00463581
ANGPT1	0.02472987
ANGPT2	0.01688449
ANGPT4	0.00075868
ANGPTL2	0.00698334
ANGPTL3	-0.01961893
ANGPTL4	0.00579757
ANGPTL7	-0.00101
ANGPTL8	-0.00392734
ANK1	6e-05
ANK2	0.01935578
ANK3	0.00076341
ANKEF1	-0.01045692
ANKFY1	-0.01280304
ANKH	-0.00319646
ANKHD1	0.00488714
ANKLE2	-0.00284878
ANKMY1	-0.00189052
ANKMY2	0.00797314
ANKRA2	-0.00639491
ANKRD1	-0.00703635
ANKRD10	-0.00380542
ANKRD11	0.02442676
ANKRD12	0.00969681
ANKRD17	0.00519104
ANKRD2	-0.00174799
ANKRD26	0.00115708
ANKRD27	0.00097727
ANKRD28	0.00184756
ANKRD34C	0.00126794
ANKRD36	0.00249619
ANKRD36BP2	-0.00432465
ANKRD40	0.00838094
ANKRD40CL	-0.00525479
ANKRD46	-0.00807379
ANKRD49	0.00443968
ANKRD53	0.00053721
ANKRD55	-0.00191006
ANKRD6	-0.0033723
ANKRD7	0.00136509
ANKS1A	-0.00202063
ANKS1B	-0.00364272
ANKZF1	-0.00997993
ANO1	-0.00648096
ANO10	0.0113425
ANO2	-0.00983871
ANO3	-0.00547434
ANOS1	-0.02722919
ANP32A	-0.00320478
ANP32B	0.00706411
ANP32E	0.01714616
ANPEP	0.03148694
ANTXR1	-0.00455096
ANXA1	0.00455783
ANXA10	0.01342172
ANXA11	0.0138802
ANXA13	0.00119375
ANXA2	-0.00318395
ANXA2P2	0.00248277
ANXA3	0.01144507
ANXA4	0.01738316
ANXA5	0.0145646
ANXA6	-0.00745967
ANXA7	0.00109513
ANXA9	-0.01070928
AOAH	-0.0075684
AOC1	-0.01216661
AOC2	-0.0005667
AOC3	0.00583654
AOC4P	-0.00072369
AOPEP	-0.00404473
AOX1	-0.00152107
AP1AR	0.00389283
AP1B1	0.00747739
AP1G1	-0.00094632
AP1G2	0.00725967
AP1M2	-0.01055265
AP1S1	-0.00776998
AP1S2	0.0097551
AP2A2	0.00809244
AP2B1	-0.00456474
AP2M1	0.00017876
AP2S1	-0.00444881
AP3B1	0.0032249
AP3B2	0.00302033
AP3D1	-0.00257086
AP3M2	0.00637367
AP3S1	0.01521044
AP3S2	-0.00264085
AP4E1	-0.00384522
AP4M1	-0.00518732
AP4S1	-0.00086526
AP5M1	-0.0037714
AP5S1	-0.00238165
AP5Z1	-0.00213322
APAF1	0.00275254
APBA1	0.00088136
APBA2	0.01050531
APBA3	-0.00416632
APBB1	0.00803481
APBB1IP	0.00710623
APBB2	0.00726733
APBB3	-0.00680458
APC	-0.00174776
APC2	0.0083508
APCS	-0.0191401
APEH	-0.00201428
APEX1	-4.091e-05
APEX2	-0.0093217
APH1A	0.01460313
APH1B	0.00229801
API5	-0.00112223
APIP	-0.00429799
APLNR	0.01149471
APLP1	0.01911135
APLP2	0.00089388
APMAP	-0.01778999
APOA1	0.00380206
APOA2	-0.00012178
APOA4	0.01215789
APOB	0.00617791
APOBEC1	0.00266269
APOBEC2	-0.00311362
APOBEC3A	-0.00882867
APOBEC3B	0.00191052
APOBEC3C	0.00387878
APOBEC3F	-0.00775164
APOBEC3G	-0.00165093
APOBR	-0.00083204
APOC1	-0.01801408
APOC2	-0.00093088
APOC3	0.00423527
APOD	0.03161185
APOE	-0.00198434
APOF	-0.01041347
APOH	0.0109448
APOL1	0.00302169
APOL2	-0.00028785
APOL3	-0.00263535
APOL5	-0.00094337
APOL6	-0.00321363
APOLD1	-0.00512162
APOM	0.01024061
APOO	0.00089392
APOOL	-0.00489971
APP	-0.00169517
APPBP2	-0.01193369
APPL1	0.00033663
APPL2	0.00343656
APRT	0.00243891
APTX	0.00355397
AQP1	0.02612743
AQP2	0.00108643
AQP3	0.01284621
AQP4	0.02501218
AQP5	-0.00010876
AQP6	0.00226034
AQP7	0.00316463
AQP8	-0.00983166
AQP9	-0.02836961
AQR	-0.00110649
AR	-0.0156974
ARAF	-0.00719967
ARAP1	-0.00948432
ARAP2	0.00138211
ARAP3	-0.00176492
ARC	-0.00166543
ARCN1	0.00224305
AREG	0.02507029
AREL1	-0.00429434
ARF1	-0.00933866
ARF3	0.00950319
ARF4	-0.00604293
ARF5	-0.00325963
ARF6	-0.00819054
ARFGAP1	0.007817
ARFGAP2	-0.01076712
ARFGAP3	0.01513254
ARFGEF1	-0.00352111
ARFGEF2	0.00805399
ARFIP1	-0.00913878
ARFIP2	-0.00944415
ARFRP1	-0.00439415
ARG1	-0.02397681
ARG2	0.02286535
ARGLU1	0.0005402
ARHGAP1	-0.00190314
ARHGAP10	0.00431834
ARHGAP11A	-0.00409563
ARHGAP12	0.00438252
ARHGAP15	0.00268224
ARHGAP17	0.00464046
ARHGAP19	-0.00541865
ARHGAP22	-0.0086147
ARHGAP24	0.00266198
ARHGAP25	-0.00681953
ARHGAP26	0.00820429
ARHGAP28	0.00324041
ARHGAP29	0.03765064
ARHGAP32	0.00601284
ARHGAP33	0.00354792
ARHGAP35	0.00502676
ARHGAP4	0.00115235
ARHGAP44	-0.01000727
ARHGAP45	-0.01072554
ARHGAP5	-0.00364135
ARHGAP6	0.00930731
ARHGDIA	0.00875692
ARHGDIB	0.00943069
ARHGDIG	0.00326554
ARHGEF1	0.00719221
ARHGEF10	0.00206733
ARHGEF10L	0.00076012
ARHGEF11	0.0042599
ARHGEF12	0.00523191
ARHGEF15	0.00214315
ARHGEF16	-0.00653015
ARHGEF17	-0.00172302
ARHGEF18	-0.00369919
ARHGEF2	-0.00727893
ARHGEF26	-0.00972828
ARHGEF28	0.0003796
ARHGEF3	0.00559271
ARHGEF38	-0.00061007
ARHGEF4	0.0132791
ARHGEF40	-0.00334586
ARHGEF5	-0.00692039
ARHGEF6	-0.00099277
ARHGEF7	-0.00091053
ARHGEF9	0.0071849
ARID1A	0.00694877
ARID3A	0.00957476
ARID3B	0.00264748
ARID4A	0.00485989
ARID4B	0.00805781
ARID5A	-0.0023926
ARID5B	0.00145029
ARIH1	-0.01366335
ARIH2	0.00631058
ARL1	2.9e-06
ARL14	0.00128961
ARL15	-0.00050607
ARL2	-0.00070306
ARL2BP	-0.00327659
ARL3	0.00041448
ARL4A	-0.01229254
ARL4C	0.00662454
ARL4D	0.00317679
ARL5A	-0.0006012
ARL6IP1	0.00878992
ARL6IP4	0.00535299
ARL6IP5	-0.00378818
ARL8B	0.00191541
ARMC1	0.00053832
ARMC4	0.00234749
ARMC6	-0.00170194
ARMC7	0.00040617
ARMC8	0.00885166
ARMC9	-0.00366519
ARMCX1	0.00657212
ARMCX2	0.00900416
ARMCX3	0.00034566
ARMCX4	5.921e-05
ARMCX5	-0.00108551
ARMCX6	0.00996907
ARMH3	-0.00946612
ARMT1	-0.01643018
ARNT	-0.0052804
ARNT2	0.00140622
ARNTL	0.01703324
ARNTL2	0.01388104
ARPC1A	-0.01762494
ARPC1B	-0.01874876
ARPC2	0.00457618
ARPC3	0.00077777
ARPC4	-0.01265258
ARPC5	-0.0044861
ARPC5L	-0.00492374
ARPP19	0.01294932
ARPP21	-0.01441317
ARR3	0.00021069
ARRB1	-0.00264225
ARRB2	-0.00063932
ARSA	-0.00963013
ARSB	0.00598988
ARSD	-0.00524122
ARSE	0.0113258
ARSF	0.00142182
ARSJ	0.00931203
ART1	-0.0019306
ART3	0.0023687
ART4	-0.00452652
ARTN	0.01042776
ARVCF	-0.00528864
ASAH1	-0.00059006
ASAP1	0.01491845
ASAP2	0.0048358
ASAP3	-0.00358076
ASB1	0.00183278
ASB13	-0.00955522
ASB4	-0.00308116
ASB6	-0.00352068
ASB7	0.00457172
ASB8	0.00990268
ASB9	-0.00249508
ASCC1	0.00398807
ASCC2	-0.01191623
ASCC3	0.00553624
ASCL1	-2.128e-05
ASCL2	-0.00404396
ASCL3	0.00086441
ASF1A	-0.00233045
ASF1B	0.01249534
ASGR1	-0.0162048
ASGR2	0.00180079
ASH1L	0.00059714
ASH2L	0.00449907
ASIC1	0.0014509
ASIC2	0.00561117
ASIC3	0.00281839
ASIC4	0.00038074
ASIP	0.0005212
ASL	-0.0064353
ASMT	-0.0014349
ASMTL	-0.01196884
ASMTL-AS1	0.00079351
ASNA1	0.00511332
ASNS	-0.0061774
ASNSD1	-0.00685438
ASPA	0.02719999
ASPH	0.02537404
ASPHD1	0.00027036
ASPM	0.00831338
ASPN	-0.01808419
ASPSCR1	-0.00350837
ASRGL1	0.02112317
ASS1	-0.03076116
ASTE1	0.00289465
ASTN1	0.00746056
ASTN2	0.00473841
ASXL1	0.00602798
ASXL2	-0.0104066
ATAD2	-0.00048058
ATAD2B	-0.01689905
ATAD3A	-0.00213484
ATAD5	-0.00280716
ATAT1	0.00713542
ATF1	0.00361966
ATF2	0.00452902
ATF3	-0.01089855
ATF4	-0.00040441
ATF5	0.00062311
ATF6	0.00284021
ATF6B	-0.0045192
ATF7	0.00069368
ATF7IP	-0.00538471
ATF7IP2	-0.00257161
ATG10	0.00357996
ATG101	-0.00824943
ATG12	-0.00243662
ATG13	-0.00551967
ATG14	-0.00778387
ATG16L1	-0.00079509
ATG2A	-0.00702859
ATG2B	-0.01314985
ATG3	0.000385
ATG4A	-0.01916038
ATG4B	0.00442708
ATG5	-0.00213493
ATG7	-0.01314474
ATG9A	0.00610726
ATIC	0.00615795
ATM	-0.003306
ATMIN	0.00346965
ATN1	0.00015033
ATOH1	-0.00688185
ATOX1	-0.01037133
ATP10A	0.01763643
ATP10B	-0.00296167
ATP10D	0.00049617
ATP11A	-0.00299609
ATP11B	0.01187408
ATP12A	-0.00829307
ATP13A1	-0.00191454
ATP13A2	0.01577944
ATP13A3	0.00224417
ATP1A1	-0.00786321
ATP1A2	0.01658882
ATP1A3	0.01109682
ATP1B1	-0.00089483
ATP1B2	0.01157484
ATP1B3	0.01362618
ATP1B4	-0.00683838
ATP2A1	-0.00992966
ATP2A2	0.02200975
ATP2A3	-0.01404672
ATP2B1	0.00570861
ATP2B2	0.00619701
ATP2B3	0.00025871
ATP2B4	0.01017398
ATP2C1	0.00035848
ATP2C2	-0.01709254
ATP4A	0.00431164
ATP4B	0.00047759
ATP5F1A	-0.00257168
ATP5F1B	-0.00075659
ATP5F1C	0.00725166
ATP5F1D	0.0087336
ATP5F1E	0.01808822
ATP5IF1	-0.00612029
ATP5MC1	-0.00579602
ATP5MC2	-0.00931549
ATP5MC3	0.00102338
ATP5ME	-0.00094429
ATP5MF	-0.00917347
ATP5MG	0.00838798
ATP5MPL	0.00726109
ATP5PB	0.00913148
ATP5PD	0.00122337
ATP5PF	0.00532812
ATP5PO	0.00545674
ATP6AP1	-0.00066261
ATP6AP2	0.00773853
ATP6V0A1	-0.00134063
ATP6V0A2	0.00556416
ATP6V0A4	-0.00844444
ATP6V0B	0.00417268
ATP6V0C	0.00210463
ATP6V0D1	-0.02561926
ATP6V0E1	-0.00675703
ATP6V0E2	0.01396956
ATP6V1A	0.00426179
ATP6V1B1	-0.00786743
ATP6V1B2	-0.01068969
ATP6V1C1	-0.0183806
ATP6V1D	-0.0044291
ATP6V1E1	-0.00392692
ATP6V1F	-0.00712918
ATP6V1G1	0.00410197
ATP6V1H	0.0082501
ATP7A	-0.00960879
ATP7B	-0.00668157
ATP8A1	-0.00184591
ATP8A2	0.00106872
ATP8B1	-0.00186408
ATP8B2	0.00180067
ATP8B3	0.00083016
ATP8B4	-0.00132162
ATP9A	-0.00091277
ATP9B	0.00432373
ATPAF2	-0.00861269
ATR	0.00253308
ATRAID	0.00472052
ATRN	0.01438586
ATRNL1	0.00260711
ATRX	0.01094847
ATXN1	0.00591952
ATXN10	0.00232925
ATXN2	-0.00028801
ATXN2L	0.00517929
ATXN3	-0.00707153
ATXN3L	0.00199682
ATXN7	-0.00852636
ATXN7L1	-0.00041179
ATXN7L3B	-2.315e-05
ATXN8OS	-0.00429388
AUH	0.000395
AUNIP	-0.0035051
AUP1	0.00375515
AURKA	0.01000898
AURKAIP1	-0.00390326
AURKB	0.00059959
AURKC	0.00518908
AUTS2	-0.01429146
AVEN	-0.00334549
AVIL	0.00203556
AVL9	-0.00649766
AVP	-0.00418937
AVPI1	-0.00501639
AVPR1A	-0.00130026
AVPR1B	-0.00214687
AVPR2	-0.00149249
AXIN1	-0.00200805
AXL	0.00679015
AZGP1	-0.03214119
AZGP1P1	-0.00997317
AZI2	0.00330155
AZIN1	-0.00954737
AZU1	-0.00091915
B2M	0.01165366
B3GALNT1	0.00980478
B3GALT1	-0.00185466
B3GALT2	0.00184201
B3GALT4	-0.00351733
B3GALT5	-0.00125809
B3GAT1	0.00698201
B3GAT3	0.0037807
B3GNT2	-0.00863242
B3GNT3	0.00128755
B3GNT4	0.00316677
B3GNTL1	-0.00115882
B4GALNT1	0.00124436
B4GALT1	0.01391678
B4GALT2	0.00379009
B4GALT3	-0.00139527
B4GALT4	0.01297965
B4GALT5	0.00651163
B4GALT6	0.00592268
B4GALT7	-5.15e-05
B4GAT1	-0.00170073
B9D1	-0.01476609
B9D2	-0.00635454
BAALC	0.00476505
BAAT	-0.01636225
BABAM1	-0.00878443
BABAM2	0.00239418
BACE1	0.0107349
BACE2	0.00421102
BACH1	0.00114709
BACH2	-0.00742252
BAD	-0.01913672
BAG1	-0.00831869
BAG2	0.01895272
BAG3	-0.02675788
BAG4	0.00806773
BAG5	-0.0088575
BAG6	-0.00423503
BAHCC1	0.00113445
BAHD1	0.00612341
BAIAP2	-0.00452435
BAIAP2L2	0.00061069
BAIAP3	-0.00241336
BAK1	-0.00241026
BAMBI	-0.00375467
BANF1	-0.00970245
BANK1	-0.02049253
BANP	0.00589566
BAP1	0.01009676
BARD1	0.01317425
BARX1	0.00228853
BARX2	-0.00067351
BASP1	-0.01363154
BATF	0.0014211
BATF3	0.00783676
BAX	-0.00463422
BAZ1A	-0.01182702
BAZ1B	-0.00390974
BAZ2A	0.00716184
BAZ2B	-0.00459214
BBC3	0.00280191
BBIP1	0.00252091
BBOF1	0.00018302
BBOX1	-0.00217246
BBS1	0.01026873
BBS10	-0.00049219
BBS4	0.00281262
BBS7	-0.00399453
BBS9	-0.0013866
BBX	0.01235806
BCAM	0.00574492
BCAN	0.00043499
BCAP29	0.00194398
BCAP31	-0.01044697
BCAR3	0.00460186
BCAS1	0.00288485
BCAS2	-0.0067557
BCAS3	-0.0038084
BCAS4	0.00785892
BCAT1	0.02551599
BCAT2	0.0084548
BCCIP	-0.01468
BCHE	-0.00815721
BCKDHA	-0.00272846
BCKDHB	0.00924758
BCKDK	-0.00819136
BCL10	-0.00450999
BCL11A	-0.00351145
BCL11B	-0.00453626
BCL2	-0.00734792
BCL2A1	-0.0091165
BCL2L1	-0.00717782
BCL2L10	-0.00439556
BCL2L11	-0.00192771
BCL2L13	-0.01070715
BCL2L14	-0.00072759
BCL2L2	0.00361642
BCL3	0.00208754
BCL6	-0.00199545
BCL7A	0.00769524
BCL7B	0.00569649
BCL7C	-0.00308076
BCL9	-0.00343025
BCLAF1	0.00218655
BCO1	4.351e-05
BCOR	-0.00720237
BCORL1	0.00637828
BCR	-0.00012349
BCS1L	0.00048834
BDH1	-0.00056283
BDH2	0.01069818
BDKRB1	-0.00774989
BDNF	0.01011956
BEAN1	0.00263798
BECN1	-0.002064
BEGAIN	-0.00394164
BEND5	-0.00048224
BEST1	0.00720641
BEST2	-0.00448499
BET1	9.289e-05
BET1L	-0.0049255
BEX1	0.03747286
BEX3	-0.01067498
BEX4	0.01067346
BFAR	0.0008891
BFSP1	0.00459924
BFSP2	-0.00650362
BGN	0.00286361
BHLHB9	-0.00110086
BHLHE40	0.00613514
BHLHE41	-0.01182962
BHMT	0.00396122
BHMT2	0.00893643
BICC1	0.02118502
BICD1	0.00024117
BICD2	0.00567123
BICDL1	0.00172886
BICRA	0.00791666
BICRAL	0.00401871
BID	-0.00617156
BIK	-0.01160932
BIN1	-0.00135619
BIN2	-0.0022238
BIN3	-0.00481528
BIRC2	-0.00357743
BIRC3	-0.0134714
BIRC5	0.01148762
BIRC7	0.00619223
