symbol	CD-coefficient
ACLY	0.00627168
ACO1	0.00486778
ACO2	0.00231363
ACOT11	-0.00528722
ACOT13	-0.00194109
ACOT7	0.0090156
ACOT8	0.0008534
ACOT9	0.00040862
ACOX1	-0.00395325
ACOX2	-0.00479838
ACOX3	-0.00538327
ACOXL	0.00275097
ACP1	0.00640093
ACP2	-0.01717821
ACP5	0.01543579
ACP6	0.01564056
ACPP	0.00401684
ACR	0.0012558
ACRV1	0.00067581
ACSBG1	-0.00513436
ACSBG2	-0.00567847
ACSF2	-0.01257499
ACSL1	0.01643992
ACSL3	0.00552009
ACSL4	0.00183441
ACSL5	-0.0086018
ACSL6	0.00453954
ACSM1	-0.00340009
ACSM3	-0.00036235
ACSM5	-0.00186693
ACSS3	-0.02105043
ACTA1	0.01367863
ACTA2	0.02229857
ACTB	-0.01975456
ACTC1	0.00533597
ACTG2	0.03656118
ACTL6A	-0.00363186
ACTL6B	-0.00589909
ACTL7A	-0.00142514
ACTL7B	-0.00101992
ACTL8	-0.00639504
ACTN1	0.02119578
ACTN2	-0.00131452
ACTN3	-0.00083532
ACTN4	0.00167469
ACTR10	0.0045675
ACTR1A	0.00675626
ACTR1B	0.00078471
ACTR2	0.00034456
ACTR3	-0.00045686
ACTR3B	0.00762482
ACTR5	-0.00710204
ACTR6	0.00154291
ACTR8	-0.00127087
ACVR1	-0.0047018
ACVR1B	-0.00161044
ACVR2A	-0.00337889
ACVR2B	-0.00189174
ACVR2B-AS1	0.00203406
ACVRL1	-0.00081154
ACYP1	-0.01063634
ACYP2	-0.00165039
ADA	-0.01365753
ADA2	-0.01326352
ADAM10	-0.00915727
ADAM11	-0.00470614
ADAM12	-0.01911245
ADAM15	0.00437035
ADAM17	0.00388945
ADAM18	-5.538e-05
ADAM19	-0.00057513
ADAM2	-0.00180247
ADAM20	-0.00514296
ADAM22	0.00237134
ADAM23	0.0151883
ADAM28	-0.01491252
ADAM29	-0.00153049
ADAM30	0.00142718
ADAM3A	-0.00096808
ADAM5	-0.00018627
ADAM7	0.0073228
ADAM8	0.01161383
ADAM9	0.01512255
ADAMDEC1	-0.00878634
ADAMTS1	-0.03178957
ADAMTS12	-0.00203304
ADAMTS13	0.00087137
ADAMTS2	-0.00920591
ADAMTS20	0.00116944
ADAMTS3	0.00617662
ADAMTS5	-0.03687644
ADAMTS6	0.00115943
ADAMTS7	0.00303775
ADAMTS8	0.00242407
ADAMTS9	0.00061698
ADAMTSL2	0.00625101
ADAMTSL3	0.0217348
ADAMTSL4	-0.00116831
ADAP1	0.00666127
ADAP2	0.00330722
ADAR	0.01222577
ADARB1	0.0034474
ADARB2	-0.00512022
ADAT1	0.00094772
ADCK2	-0.00488897
ADCY1	-0.0008476
ADCY10	0.00297941
ADCY2	0.00822716
ADCY3	0.01403088
ADCY6	-0.00407995
ADCY7	0.00904064
ADCY8	-0.00525949
ADCY9	-0.00269771
ADCYAP1	-0.00123143
ADCYAP1R1	-0.00477903
ADD1	0.00057182
ADD2	-0.00483659
ADD3	-0.00793899
ADGB	0.00332466
ADGRA2	-0.00903036
ADGRA3	0.00842667
ADGRB1	0.0001969
ADGRB2	0.00304429
ADGRB3	0.00476582
ADGRE1	-0.02013458
ADGRE2	-0.01240925
ADGRE3	-0.00409144
ADGRE5	-0.0089646
ADGRF1	0.00344746
ADGRF5	-0.01001632
ADGRG1	0.0039671
ADGRG2	0.00477406
ADGRG3	0.00600701
ADGRG6	-0.00502208
ADGRL1	-0.00675132
ADGRL2	0.02364648
ADGRL3	0.01164944
ADGRL4	-0.01871003
ADGRV1	-0.00029535
ADH1A	0.00911385
ADH1B	0.03790647
ADH1C	0.0104636
ADH5	-0.00425058
ADH6	0.01599244
ADH7	0.01075198
ADI1	-0.00491254
ADIPOQ	-0.01018701
ADIPOR1	0.0052678
ADIPOR2	0.00140762
ADIRF	0.00377817
ADK	0.01959083
ADM	-0.00665674
ADM2	0.00492644
ADNP	0.01270403
ADNP2	-0.00400223
ADO	0.00984349
ADORA1	-0.00887287
ADORA2B	0.01649356
ADORA3	0.00319451
ADPGK	0.00188472
ADPRH	-0.00396536
ADPRM	0.00431337
ADRA1A	-0.00029496
ADRA1B	-0.00192816
ADRA1D	-0.00598474
ADRA2A	-0.00917462
ADRA2B	0.00190152
ADRA2C	-0.00116351
ADRB1	-0.00271462
ADRB2	0.01710501
ADRB3	0.00070892
ADRM1	-0.00514564
ADSL	-0.00857046
ADSS	0.00325283
ADTRP	0.00277577
AEBP1	-0.00644144
AEN	0.00421627
AFAP1	-0.00280086
AFDN	0.00427868
AFDN-DT	0.00126845
AFF1	-0.00563769
AFF2	0.00262884
AFF3	-0.00182021
AFF4	0.00231458
AFG3L2	0.00702412
AFM	0.01409614
AFP	-0.00319653
AFTPH	0.00725599
AGA	-0.00739506
AGAP1	0.00436445
AGAP2	0.00451335
AGBL2	0.00489892
AGBL3	0.0028074
AGBL5	-0.01010315
AGER	0.00839267
AGFG1	-0.00310922
AGFG2	0.0097077
AGGF1	0.0053233
AGK	-0.0009305
AGL	0.00436836
AGMAT	-0.0028172
AGO1	-0.02292092
AGO2	0.02810898
AGO3	-0.02515631
AGO4	-0.0092793
AGPAT1	-0.00541791
AGPAT2	-0.00171152
AGPAT3	0.00239904
AGPAT4	-0.0052015
AGPAT5	0.01341333
AGPS	0.01467049
AGR2	0.01703494
AGRN	0.00557188
AGRP	0.00064023
AGT	-0.00353453
AGTPBP1	0.00060656
AGTR1	0.01554783
AGTR2	0.00382129
AGXT	0.00580899
AHCTF1	0.01402768
AHCY	0.00672452
AHCYL1	-0.01202169
AHCYL2	0.00057755
AHDC1	-0.00026693
AHI1	-0.01327774
AHNAK	-0.02197899
AHNAK2	0.00285421
AHR	-0.00410472
AHSA1	0.00168384
AHSG	0.00055963
AHSP	0.00647639
AICDA	-0.00211096
AIDA	-0.01027182
AIF1	0.00713297
AIFM1	-0.00774589
AIM2	-0.03494121
AIMP1	-0.00320344
AIMP2	0.00644586
AIP	-0.00474173
AIPL1	0.00465485
AIRE	-1.685e-05
AJAP1	0.0007422
AK1	0.00891006
AK2	-0.02322024
AK4	0.016165
AK5	-0.01293534
AKAP1	0.02052515
AKAP10	-0.00101356
AKAP11	0.0026613
AKAP12	0.02108719
AKAP13	-0.00183809
AKAP17A	-0.007313
AKAP3	0.00350171
AKAP4	0.00146016
AKAP5	-0.00117288
AKAP6	-0.00631472
AKAP7	0.00556111
AKAP8	0.00903981
AKAP8L	-0.00207894
AKAP9	0.00694084
AKIP1	-0.00982378
AKIRIN1	-0.01040935
AKR1A1	-0.01222075
AKR1B1	-0.01521705
AKR1B10	-0.00591283
AKR1C1	-0.00655817
AKR1C2	-0.00497084
AKR1C3	-0.02361228
AKR1C4	0.00767903
AKR1D1	0.00496192
AKR7A2	-0.04333766
AKR7A3	-0.02272779
AKT1	-0.00664584
AKT2	-0.00496127
AKT3	-0.00421679
AKTIP	0.01185452
ALAD	0.00039586
ALAS1	0.00463875
ALAS2	-0.00350181
ALB	0.00195053
ALCAM	0.02142128
ALDH18A1	0.0104268
ALDH1A1	-0.0007777
ALDH1A2	0.01137894
ALDH1A3	0.00955156
ALDH1B1	0.01526862
ALDH1L1	0.01263704
ALDH2	-0.01579056
ALDH3A1	0.01454533
ALDH3A2	-0.00350597
ALDH3B1	0.00564488
ALDH3B2	-0.00661202
ALDH4A1	0.00055244
ALDH5A1	0.01719168
ALDH6A1	0.01192697
ALDH7A1	-0.00430854
ALDH8A1	-0.00710264
ALDH9A1	0.00449479
ALDOA	-0.01216627
ALDOB	-0.00246545
ALDOC	-0.00371628
ALG12	0.00310478
ALG13	-0.00222238
ALG3	0.0075736
ALG5	-0.00768684
ALG6	8.2e-07
ALG8	-0.00339549
ALK	-0.00212145
ALKBH1	-0.00599971
ALKBH4	0.00152407
ALLC	-1.841e-05
ALMS1	-0.00476255
ALOX12	-0.00449096
ALOX12B	-0.00457998
ALOX15	0.01988817
ALOX15B	0.00263607
ALOX5	0.0104185
ALOX5AP	0.04952004
ALOXE3	1.884e-05
ALPG	0.00849057
ALPI	-0.00063871
ALPK1	0.00564508
ALPK3	0.00189715
ALPL	-0.00636235
ALPP	-0.01309941
ALS2CL	0.00075927
ALX1	-0.00242375
ALX3	0.00029171
ALX4	-0.00687709
AMACR	0.01180411
AMBN	-0.00904804
AMBP	0.00249183
AMBRA1	-0.00492174
AMD1	0.00033897
AMDHD2	-0.00650233
AMELX	0.0014363
AMELY	0.00086481
AMFR	0.00825979
AMH	-0.00459492
AMHR2	-0.00068624
AMIGO2	-0.01614465
AMMECR1	0.0206099
AMN	0.00553952
AMOT	0.00240997
AMOTL2	0.00879489
AMPD1	-0.00074215
AMPD2	0.00204296
AMPD3	0.00857837
AMPH	0.00633801
AMT	0.00242353
AMZ2	0.00782582
ANAPC1	4.654e-05
ANAPC10	0.00435083
ANAPC13	-0.00379037
ANAPC15	-0.01055334
ANAPC2	-0.00765707
ANAPC5	0.00075439
ANG	-0.00193201
ANGEL1	0.0037598
ANGEL2	-0.00581663
ANGPT1	-0.00079874
ANGPT2	-0.00226111
ANGPT4	-0.00580012
ANGPTL2	-0.01564525
ANGPTL3	0.01086703
ANGPTL4	-0.01179297
ANGPTL7	0.00814349
ANGPTL8	-0.00313595
ANK1	-0.00762006
ANK2	-0.00185239
ANK3	-0.00146047
ANKEF1	0.00635713
ANKFY1	0.00204739
ANKH	0.00893829
ANKHD1	0.00197265
ANKLE2	-0.00724451
ANKMY1	-0.00036366
ANKMY2	-0.01027736
ANKRA2	0.0145002
ANKRD1	0.0028032
ANKRD10	0.00221618
ANKRD11	0.01329613
ANKRD12	0.00718476
ANKRD17	0.00475739
ANKRD2	0.00153023
ANKRD26	0.00088073
ANKRD27	-0.00129333
ANKRD28	-0.00118811
ANKRD34C	-0.00181678
ANKRD36	-0.01242209
ANKRD36BP2	0.00111345
ANKRD40	-0.00198949
ANKRD40CL	0.00043318
ANKRD46	0.0163236
ANKRD49	-0.00191313
ANKRD53	-0.00485991
ANKRD55	-0.00747307
ANKRD6	0.01674406
ANKRD7	0.00208721
ANKS1A	0.00143407
ANKS1B	0.00436432
ANKZF1	-0.00370011
ANO1	0.00511443
ANO10	-0.00262842
ANO2	-0.00079616
ANO3	0.01117493
ANOS1	0.01854989
ANP32A	-0.01317188
ANP32B	-0.00219722
ANP32E	0.00050416
ANPEP	-0.0179288
ANTXR1	-0.01015498
ANXA1	0.00178852
ANXA10	-0.01347251
ANXA11	-0.00010144
ANXA13	-0.0017203
ANXA2	-0.00050712
ANXA2P2	-0.00152964
ANXA3	0.03700869
ANXA4	0.00396277
ANXA5	0.00059185
ANXA6	-0.01162991
ANXA7	0.00222661
ANXA9	0.00662188
AOAH	-0.01024905
AOC1	0.02103552
AOC2	-0.00077995
AOC3	0.0050972
AOC4P	0.00236624
AOPEP	0.01314267
AOX1	0.01030408
AP1AR	0.00035071
AP1B1	-0.00115712
AP1G1	0.00330611
AP1G2	0.00157595
AP1M2	-0.00236243
AP1S1	0.00527524
AP1S2	-0.00480932
AP2A2	0.0120648
AP2B1	0.00376133
AP2M1	-0.00907106
AP2S1	-0.00812295
AP3B1	0.00264635
AP3B2	-0.0033448
AP3D1	0.00483528
AP3M2	-0.00250339
AP3S1	-0.00359097
AP3S2	0.00237927
AP4E1	-0.00095609
AP4M1	-0.00076413
AP4S1	-0.00146619
AP5M1	-5.783e-05
AP5S1	-0.00108142
AP5Z1	0.00138938
APAF1	0.00186619
APBA1	-0.00043385
APBA2	-0.00874825
APBA3	0.00332138
APBB1	-0.00221563
APBB1IP	-0.01948983
APBB2	0.00291148
APBB3	-0.00099095
APC	0.00155733
APC2	0.00619409
APCS	0.00642702
APEH	0.00346312
APEX1	0.00829373
APEX2	-0.01067877
APH1A	0.01463125
APH1B	-0.00732914
API5	-0.00490951
APIP	-0.00652502
APLNR	-0.01632732
APLP1	0.00395506
APLP2	-0.0013453
APMAP	-0.00580812
APOA1	0.00956826
APOA2	0.00368566
APOA4	0.00179536
APOB	0.00525571
APOBEC1	0.00152383
APOBEC2	-0.00241832
APOBEC3A	-0.00921845
APOBEC3B	-0.02965649
APOBEC3C	0.00680961
APOBEC3F	0.00611361
APOBEC3G	-0.00501243
APOBR	0.0074248
APOC1	-0.00918987
APOC2	-0.00876583
APOC3	0.00436724
APOD	0.04416823
APOE	0.00992856
APOF	0.00834792
APOH	0.00350477
APOL1	-0.01816169
APOL2	-0.02070068
APOL3	-0.01797246
APOL5	-0.00057014
APOL6	-0.0075592
APOLD1	-0.00669136
APOM	0.00425925
APOO	0.00279993
APOOL	-0.00248333
APP	-0.00246998
APPBP2	0.00284174
APPL1	0.00364684
APPL2	-0.00135505
APRT	0.00450497
APTX	-0.00055062
AQP1	0.00263193
AQP2	-0.00599294
AQP3	0.02767288
AQP4	0.0155198
AQP5	0.01059643
AQP6	-0.00117962
AQP7	-0.00055691
AQP8	0.00322539
AQP9	0.01406948
AQR	-0.00289014
AR	-0.00303576
ARAF	0.00291473
ARAP1	-0.00564051
ARAP2	0.01724071
ARAP3	-0.00822996
ARC	-0.00336365
ARCN1	-0.01285375
AREG	-0.00744761
AREL1	0.00143415
ARF1	0.00376986
ARF3	-0.00781014
ARF4	-0.00286353
ARF5	-0.00876357
ARF6	0.00074272
ARFGAP1	-0.00717393
ARFGAP2	-0.00428335
ARFGAP3	0.00321698
ARFGEF1	0.00755365
ARFGEF2	0.00994289
ARFIP1	-0.00021378
ARFIP2	-0.00320472
ARFRP1	-0.00762335
ARG1	0.02559795
ARG2	-0.0124117
ARGLU1	-0.00730651
ARHGAP1	1.646e-05
ARHGAP10	0.00602766
ARHGAP11A	0.00769623
ARHGAP12	-0.00931588
ARHGAP15	0.00670369
ARHGAP17	-0.00019778
ARHGAP19	0.00158371
ARHGAP22	-0.003036
ARHGAP24	-0.00331231
ARHGAP25	-0.00230273
ARHGAP26	-0.00243944
ARHGAP28	-0.00737169
ARHGAP29	-0.0221589
ARHGAP32	-0.00351343
ARHGAP33	0.01016933
ARHGAP35	0.00133696
ARHGAP4	0.00750014
ARHGAP44	0.00151725
ARHGAP45	0.00071279
ARHGAP5	0.00786953
ARHGAP6	-0.01500531
ARHGDIA	-0.00267905
ARHGDIB	0.00970818
ARHGDIG	-0.00290294
ARHGEF1	0.00129063
ARHGEF10	0.00575791
ARHGEF10L	-0.00242195
ARHGEF11	0.00141653
ARHGEF12	0.00120989
ARHGEF15	-0.00406951
ARHGEF16	-0.00062985
ARHGEF17	0.00163798
ARHGEF18	-0.01650682
ARHGEF2	-0.0018833
ARHGEF26	0.00341695
ARHGEF28	-0.00357879
ARHGEF3	-0.02464307
ARHGEF38	-0.00312307
ARHGEF4	-0.00599921
ARHGEF40	0.01730256
ARHGEF5	-0.00904097
ARHGEF6	-0.00587765
ARHGEF7	0.00019161
ARHGEF9	-0.00023966
ARID1A	0.00146084
ARID3A	-0.00097609
ARID3B	-0.00972193
ARID4A	0.00094021
ARID4B	0.0007757
ARID5A	-0.00538267
ARID5B	-0.00609521
ARIH1	-0.00282786
ARIH2	-0.00380149
ARL1	-0.00115903
ARL14	-0.01046946
ARL15	-0.00381017
ARL2	0.00866897
ARL2BP	0.00179596
ARL3	-0.00161229
ARL4A	-0.00525361
ARL4C	0.00310256
ARL4D	0.00429565
ARL5A	0.01097742
ARL6IP1	0.00350691
ARL6IP4	-0.01579115
ARL6IP5	0.00338273
ARL8B	-0.0024434
ARMC1	0.01934811
ARMC4	-0.00075431
ARMC6	-0.00379972
ARMC7	-0.00220162
ARMC8	-0.00116817
ARMC9	-0.0060834
ARMCX1	0.0023371
ARMCX2	-0.00586227
ARMCX3	-0.00030932
ARMCX4	-0.00164402
ARMCX5	0.00322915
ARMCX6	-0.01788057
ARMH3	0.00388034
ARMT1	-0.0019337
ARNT	-0.00346003
ARNT2	0.00856204
ARNTL	-0.00440396
ARNTL2	-0.00237317
ARPC1A	0.00638651
ARPC1B	0.00469291
ARPC2	0.0075656
ARPC3	-0.01384628
ARPC4	0.00670597
ARPC5	-0.00555805
ARPC5L	-0.00354169
ARPP19	0.01928961
ARPP21	0.015505
ARR3	-0.00044751
ARRB1	-0.01536673
ARRB2	-0.0122028
ARSA	0.00594571
ARSB	0.00237111
ARSD	0.00644262
ARSE	0.02354939
ARSF	0.00192427
ARSJ	-0.0003929
ART1	-0.00199793
ART3	0.00287155
ART4	0.00431721
ARTN	0.01143414
ARVCF	0.00889825
ASAH1	-0.00140556
ASAP1	0.01064672
ASAP2	-0.01116112
ASAP3	0.00573507
ASB1	-0.00128653
ASB13	-0.01912879
ASB4	-0.00054447
ASB6	-0.00453906
ASB7	-0.00284241
ASB8	-0.00833821
ASB9	0.00378232
ASCC1	-0.00071522
ASCC2	0.00399981
ASCC3	0.00408422
ASCL1	-0.01327415
ASCL2	0.00548079
ASCL3	-0.00058837
ASF1A	0.01559258
ASF1B	-0.00964484
ASGR1	3.793e-05
ASGR2	0.00523113
ASH1L	-0.00459819
ASH2L	-0.01104308
ASIC1	0.00117241
ASIC2	-0.00349828
ASIC3	-0.00622866
ASIC4	0.00131165
ASIP	-0.00389071
ASL	0.00050461
ASMT	0.00489537
ASMTL	0.00425525
ASMTL-AS1	-0.00247142
ASNA1	-0.00813641
ASNS	0.01116295
ASNSD1	0.00273436
ASPA	-4.134e-05
ASPH	0.00450559
ASPHD1	-0.01482868
ASPM	-0.00321031
ASPN	0.01303927
ASPSCR1	-0.00448503
ASRGL1	0.00464549
ASS1	-0.02195983
ASTE1	0.00105443
ASTN1	-0.00215141
ASTN2	0.004031
ASXL1	-0.00202989
ASXL2	0.01170704
ATAD2	-0.00294674
ATAD2B	0.00904357
ATAD3A	0.0066683
ATAD5	-0.00190894
ATAT1	-0.00434572
ATF1	-0.00038131
ATF2	-0.00199328
ATF3	-0.01168756
ATF4	0.0040495
ATF5	-0.00327551
ATF6	0.00079811
ATF6B	-0.00381767
ATF7	-0.00622344
ATF7IP	0.00575344
ATF7IP2	0.00142676
ATG10	-0.00394833
ATG101	-0.01251859
ATG12	0.00634147
ATG13	-0.00884027
ATG14	-0.00612311
ATG16L1	-0.00302873
ATG2A	-0.00402314
ATG2B	0.00329821
ATG3	-0.00187251
ATG4A	-0.00547733
ATG4B	0.00767207
ATG5	0.00421543
ATG7	0.00183382
ATG9A	0.00095888
ATIC	0.00568793
ATM	-0.01415274
ATMIN	0.00220472
ATN1	-0.01189118
ATOH1	0.00445328
ATOX1	-0.01918173
ATP10A	0.0025434
ATP10B	0.01107264
ATP10D	-0.00353623
ATP11A	0.0016249
ATP11B	-0.00099752
ATP12A	0.00999066
ATP13A1	0.00246673
ATP13A2	-0.00987712
ATP13A3	-0.01635731
ATP1A1	-0.01648868
ATP1A2	0.02135333
ATP1A3	0.0024591
ATP1B1	-0.00709932
ATP1B2	-0.00089776
ATP1B3	0.00550202
ATP1B4	0.0013224
ATP2A1	-0.00059622
ATP2A2	0.01222966
ATP2A3	-0.00449446
ATP2B1	-0.01232022
ATP2B2	0.00162963
ATP2B3	-0.0040025
ATP2B4	-0.00145971
ATP2C1	0.00083884
ATP2C2	0.02430534
ATP4A	-0.00147442
ATP4B	-0.00763826
ATP5F1A	0.00427882
ATP5F1B	-0.00071941
ATP5F1C	-0.00122854
ATP5F1D	-0.00196764
ATP5F1E	0.00590496
ATP5IF1	-0.00154769
ATP5MC1	0.01387804
ATP5MC2	0.00982914
ATP5MC3	0.02507944
ATP5ME	0.00378147
ATP5MF	0.00103254
ATP5MG	0.00071246
ATP5MPL	-0.00134093
ATP5PB	-0.00865249
ATP5PD	-0.00321154
ATP5PF	-0.00350265
ATP5PO	0.00180388
ATP6AP1	0.00213593
ATP6AP2	0.00610978
ATP6V0A1	-0.00499927
ATP6V0A2	0.0021756
ATP6V0A4	-0.00428568
ATP6V0B	-0.00197154
ATP6V0C	-0.00705513
ATP6V0D1	0.01053
ATP6V0E1	-0.00978181
ATP6V0E2	-0.00020017
ATP6V1A	-0.00345919
ATP6V1B1	-0.01354069
ATP6V1B2	0.00221254
ATP6V1C1	0.01181815
ATP6V1D	-0.00967224
ATP6V1E1	-0.00649161
ATP6V1F	0.00203414
ATP6V1G1	0.01429518
ATP6V1H	0.01486747
ATP7A	-0.00170845
ATP7B	-0.00138794
ATP8A1	0.01421718
ATP8A2	-0.01070867
ATP8B1	0.01473938
ATP8B2	-0.0004862
ATP8B3	-0.000244
ATP8B4	0.0065384
ATP9A	0.00468741
ATP9B	-0.00103374
ATPAF2	-0.00397663
ATR	0.00691045
ATRAID	-0.00263507
ATRN	-0.00258054
ATRNL1	0.0026004
ATRX	0.01495885
ATXN1	-0.00546081
ATXN10	-0.00768412
ATXN2	0.00960843
ATXN2L	0.00509033
ATXN3	0.01049403
ATXN3L	-0.00015133
ATXN7	0.0077129
ATXN7L1	0.00200817
ATXN7L3B	-0.00524499
ATXN8OS	-0.00138872
AUH	-0.01137929
AUNIP	-0.00488079
AUP1	0.00058032
AURKA	-0.00617004
AURKAIP1	-0.00554523
AURKB	-0.01257999
AURKC	-0.00335068
AUTS2	0.03323145
AVEN	0.0014819
AVIL	0.01582175
AVL9	-0.00315021
AVP	-0.00061381
AVPI1	-0.00361629
AVPR1A	-0.00163645
AVPR1B	0.00358475
AVPR2	-0.00505902
AXIN1	-0.00399394
AXL	-0.00041455
AZGP1	0.00194184
AZGP1P1	-0.00077143
AZI2	-0.00182173
AZIN1	0.02240948
AZU1	0.01838908
B2M	-0.00047073
B3GALNT1	0.00131661
B3GALT1	-9.161e-05
B3GALT2	0.00057956
B3GALT4	-0.00216144
B3GALT5	-0.00408043
B3GAT1	0.00543625
B3GAT3	-0.00700086
B3GNT2	-0.00315038
B3GNT3	0.00156091
B3GNT4	-0.00164328
B3GNTL1	-0.01722023
B4GALNT1	0.00309168
B4GALT1	-0.00037827
B4GALT2	0.00400661
B4GALT3	-0.00488765
B4GALT4	0.00957914
B4GALT5	0.00820232
B4GALT6	0.00231732
B4GALT7	0.00492718
B4GAT1	-0.00627888
B9D1	0.00761062
B9D2	0.00261211
BAALC	0.00608908
BAAT	0.00340501
BABAM1	-0.01717476
BABAM2	0.00167041
BACE1	0.00787517
BACE2	-0.00392266
BACH1	-0.00444085
BACH2	0.00303606
BAD	0.02032103
BAG1	0.01137646
BAG2	-0.00239544
BAG3	-0.00502669
BAG4	0.00996221
BAG5	-0.00179991
BAG6	-0.01526862
BAHCC1	0.00488943
BAHD1	-0.00790392
BAIAP2	0.01215854
BAIAP2L2	0.00490924
BAIAP3	0.00180684
BAK1	-0.01304316
BAMBI	0.00318302
BANF1	-0.00547173
BANK1	0.00653605
BANP	0.00414199
BAP1	0.0033004
BARD1	0.01592055
BARX1	0.0018668
BARX2	0.00355411
BASP1	-0.00490049
BATF	-0.00065708
BATF3	-0.00732619
BAX	0.00047872
BAZ1A	0.01036192
BAZ1B	0.0002593
BAZ2A	0.00266201
BAZ2B	-0.00735483
BBC3	-0.00103702
BBIP1	-0.00951014
BBOF1	-0.0011531
BBOX1	-0.00957468
BBS1	0.00144507
BBS10	0.00470993
BBS4	-0.0046682
BBS7	0.00299793
BBS9	-0.01106368
BBX	-0.01169169
BCAM	-0.00720603
BCAN	0.00201524
BCAP29	0.00962668
BCAP31	0.02253066
BCAR3	0.00797341
BCAS1	0.01272955
BCAS2	0.00135417
BCAS3	-0.01031965
BCAS4	-0.00218627
BCAT1	-0.01072785
BCAT2	0.00950879
BCCIP	0.00668863
BCHE	0.00614947
BCKDHA	-0.00378824
BCKDHB	0.00194551
BCKDK	-0.00187647
BCL10	-0.002837
BCL11A	0.01385704
BCL11B	0.00132496
BCL2	-0.0054067
BCL2A1	0.01968664
BCL2L1	-0.01374692
BCL2L10	0.00279102
BCL2L11	0.00420545
BCL2L13	0.01043205
BCL2L14	0.00849236
BCL2L2	0.00583541
BCL3	0.00471427
BCL6	-0.01644186
BCL7A	0.01237193
BCL7B	-0.00183441
BCL7C	-0.0021395
BCL9	0.0059223
BCLAF1	0.0031892
BCO1	0.00236235
BCOR	0.01209163
BCORL1	0.00325839
BCR	0.00955019
BCS1L	0.00991657
BDH1	-0.00635486
BDH2	-0.00890726
BDKRB1	-0.0025413
BDNF	-0.00122527
BEAN1	-0.00331203
BECN1	0.00227199
BEGAIN	0.00040339
BEND5	-0.01965995
BEST1	0.00268574
BEST2	0.00460495
BET1	0.00276227
BET1L	0.00082887
BEX1	0.02468896
BEX3	-0.00115913
BEX4	-0.02666363
BFAR	0.00042492
BFSP1	-0.00709094
BFSP2	-0.00458336
BGN	0.01655658
BHLHB9	0.00640107
BHLHE40	0.00234467
BHLHE41	-0.02512021
BHMT	0.00168519
BHMT2	-0.00297184
BICC1	-0.00054241
BICD1	-0.00535717
BICD2	0.00927724
BICDL1	-0.00214545
BICRA	-0.00886505
BICRAL	-0.00190214
BID	-0.00688231
BIK	-0.00106409
BIN1	0.02399724
BIN2	-0.01441179
BIN3	0.00667076
BIRC2	0.0009905
BIRC3	0.01229788
BIRC5	-0.0084442
BIRC7	-0.00254567
