symbol	CD-coefficient
ACTL7B	0.00244081
ACTL8	-0.00145836
ACTN1	-0.00517644
ACTN2	0.01297702
ACTN3	0.00315824
ACTN4	-0.00770032
ACTR10	0.00936158
ACTR1A	-0.00014483
ACTR1B	-0.00071748
ACTR2	0.00713123
ACTR3	0.01204097
ACTR3B	-0.00898823
ACTR5	-0.00041373
ACTR6	-0.00491243
ACTR8	-0.00150305
ACVR1	-0.00749087
ACVR1B	-0.00937282
ACVR2A	-5.159e-05
ACVR2B	0.00849386
ACVR2B-AS1	0.00049042
ACVRL1	0.00587263
ACYP1	0.00795627
ACYP2	-0.00337643
ADA	0.01018289
ADA2	-0.02256694
ADAM10	-0.0006444
ADAM11	0.00525896
ADAM12	-0.00234896
ADAM15	-0.00575463
ADAM17	0.00689413
ADAM18	0.00136421
ADAM19	0.00485113
ADAM2	-0.00407551
ADAM20	0.00410412
ADAM22	-0.01202006
ADAM23	-0.01539866
ADAM28	-0.0152701
ADAM29	-0.00022697
ADAM30	-0.00322815
ADAM3A	-0.00038968
ADAM5	0.00030635
ADAM7	-0.00140401
ADAM8	-0.00325007
ADAM9	0.00846877
ADAMDEC1	0.01285976
ADAMTS1	-0.00212107
ADAMTS12	0.00079577
ADAMTS13	0.0062698
ADAMTS2	0.00299493
ADAMTS20	-0.00389798
ADAMTS3	-0.02610099
ADAMTS5	-8.259e-05
ADAMTS6	-0.00171365
ADAMTS7	-0.00244006
ADAMTS8	0.01080865
ADAMTS9	-0.01276491
ADAMTSL2	0.00248464
ADAMTSL3	-0.00422008
ADAMTSL4	0.00094136
ADAP1	0.00679345
ADAP2	0.00348023
ADAR	-0.01010651
ADARB1	-0.01637658
ADARB2	0.00069715
ADAT1	-0.00027922
ADCK2	0.00829087
ADCY1	-0.00087193
ADCY10	-0.00284587
ADCY2	-0.00610933
ADCY3	0.00104718
ADCY6	-0.00198171
ADCY7	-0.00504161
ADCY8	0.01149001
ADCY9	-0.00435822
ADCYAP1	0.00177372
ADCYAP1R1	0.00093201
ADD1	-0.00475295
ADD2	-0.00243004
ADD3	-0.01031815
ADGB	-0.00140117
ADGRA2	0.01781625
ADGRA3	-0.00830609
ADGRB1	-0.00019785
ADGRB2	-0.00267396
ADGRB3	-0.00673672
ADGRE1	0.0024162
ADGRE2	-0.00796152
ADGRE3	-0.00350117
ADGRE5	-0.01048257
ADGRF1	-0.001779
ADGRF5	0.02594277
ADGRG1	-0.00671376
ADGRG2	-0.01841037
ADGRG3	-0.00836535
ADGRG6	0.00919343
ADGRL1	-0.00414347
ADGRL2	0.01076597
ADGRL3	-0.01577516
ADGRL4	0.00600587
ADGRV1	-0.00437549
ADH1A	-0.0064501
ADH1B	0.00479793
ADH1C	0.00448653
ADH5	0.00176358
ADH6	-0.00778714
ADH7	-0.00691666
ADI1	0.00600968
ADIPOQ	0.00539247
ADIPOR1	-0.00224494
ADIPOR2	-0.01069568
ADIRF	0.03227251
ADK	-0.0034532
ADM	0.01360899
ADM2	0.00123147
ADNP	0.0033939
ADNP2	-0.00643924
ADO	-0.02248891
ADORA1	0.00635548
ADORA2B	0.01928395
ADORA3	-0.01202528
ADPGK	-0.0022539
ADPRH	0.00736603
ADPRM	-0.00084604
ADRA1A	-0.00138519
ADRA1B	0.00070857
ADRA1D	0.00100235
ADRA2A	0.00562775
ADRA2B	8.754e-05
ADRA2C	-0.00498619
ADRB1	0.00193555
ADRB2	0.0097256
ADRB3	-0.00322571
ADRM1	-0.01051349
ADSL	0.00491932
ADSS	-0.00201708
ADTRP	0.00102771
AEBP1	-0.0001262
AEN	0.00691646
AFAP1	-0.0083202
AFDN	-0.00038559
AFDN-DT	0.0025642
AFF1	0.00890229
AFF2	-0.00079607
AFF3	0.00663383
AFF4	-0.00303927
AFG3L2	0.00570638
AFM	-0.00132288
AFP	0.00292602
AFTPH	0.00077087
AGA	0.01434646
AGAP1	-0.00708189
AGAP2	0.00116314
AGBL2	-0.00145005
AGBL3	-0.00273503
AGBL5	-0.00715886
AGER	-0.00197901
AGFG1	0.00719695
AGFG2	-0.00832683
AGGF1	-0.00356948
AGK	0.00056814
AGL	-0.014989
AGMAT	0.00271875
AGO1	-0.0046478
AGO2	-0.00296839
AGO3	-0.00311942
AGO4	-0.00147376
AGPAT1	9.53e-05
AGPAT2	0.00582639
AGPAT3	0.00145312
AGPAT4	-0.01024011
AGPAT5	0.00797987
AGPS	0.00358832
AGR2	-0.00927135
AGRN	-0.00882034
AGRP	0.00654717
AGT	-0.0058211
AGTPBP1	-0.00309294
AGTR1	-0.02295248
AGTR2	-0.00532142
AGXT	-0.00013651
AHCTF1	-0.00485868
AHCY	0.00610141
AHCYL1	-0.00528652
AHCYL2	0.00319783
AHDC1	0.00066604
AHI1	-0.01516929
AHNAK	-0.00260008
AHNAK2	0.00480229
AHR	0.00704619
AHSA1	0.01561152
AHSG	-0.01289582
AHSP	-0.00712503
AICDA	0.00687569
AIDA	-0.00742005
AIF1	-0.00638114
AIFM1	-0.01170588
AIM2	0.01546767
AIMP1	-0.00595323
AIMP2	-0.00033113
AIP	0.01375347
AIPL1	-0.0069057
AIRE	0.00594711
AJAP1	-0.00572706
AK1	-0.00272028
AK2	0.01143068
AK4	0.02827849
AK5	0.0116846
AKAP1	0.00305245
AKAP10	0.00277858
AKAP11	-0.00231507
AKAP12	0.0304561
AKAP13	-0.00746641
AKAP17A	0.00197449
AKAP3	0.00199225
AKAP4	0.00190028
AKAP5	0.00229742
AKAP6	0.00441426
AKAP7	-0.01210635
AKAP8	0.00238339
AKAP8L	-0.00705667
AKAP9	0.00139303
AKIP1	0.00931181
AKIRIN1	0.00891718
AKR1A1	0.00695202
AKR1B1	0.01439334
AKR1B10	0.02236026
AKR1C1	-0.01818169
AKR1C2	-0.01713059
AKR1C3	-0.02939441
AKR1C4	-0.00262982
AKR1D1	-0.003311
AKR7A2	0.0220619
AKR7A3	0.01233446
AKT1	-0.00551019
AKT2	-0.00179188
AKT3	0.01765756
AKTIP	-0.00354311
ALAD	-0.00880941
ALAS1	-0.00415629
ALAS2	-0.00259299
ALB	0.00138352
ALCAM	0.03518482
ALDH18A1	0.00326794
ALDH1A1	0.00597171
ALDH1A2	-0.00118754
ALDH1A3	0.01009012
ALDH1B1	-0.00472486
ALDH1L1	-0.01592138
ALDH2	0.00688019
ALDH3A1	-0.01488775
ALDH3A2	-0.00829952
ALDH3B1	0.0041886
ALDH3B2	-0.00309138
ALDH4A1	-0.01816881
ALDH5A1	-0.00308966
ALDH6A1	-0.01618428
ALDH7A1	-0.00660902
ALDH8A1	-0.01037301
ALDH9A1	-0.00161188
ALDOA	0.0137229
ALDOB	-0.00425067
ALDOC	0.00225143
ALG12	0.00417835
ALG13	-0.00036379
ALG3	-0.00757415
ALG5	-0.00222843
ALG6	-0.0059703
ALG8	-0.00694958
ALK	-0.0076788
ALKBH1	0.00757862
ALKBH4	-0.0021895
ALLC	0.00064829
ALMS1	-0.01456386
ALOX12	0.0069498
ALOX12B	0.01090029
ALOX15	-0.00794668
ALOX15B	0.00089889
ALOX5	-0.03602877
ALOX5AP	-0.00768504
ALOXE3	0.00630324
ALPG	0.00311615
ALPI	-0.00413205
ALPK1	0.00354669
ALPK3	0.00045584
ALPL	0.00046189
ALPP	0.00784726
ALS2CL	0.00208651
ALX1	0.00501486
ALX3	0.00037452
ALX4	0.00387237
AMACR	-0.0278408
AMBN	0.00549212
AMBP	-7.231e-05
AMBRA1	0.00080398
AMD1	-0.00884732
AMDHD2	0.00391845
AMELX	0.0001947
AMELY	0.00186413
AMFR	-0.00092856
AMH	-0.00139334
AMHR2	0.00217743
AMIGO2	0.04775259
AMMECR1	-0.00720537
AMN	0.00337987
AMOT	0.00070817
AMOTL2	0.00166224
AMPD1	-0.00068741
AMPD2	-0.00517653
AMPD3	0.00318622
AMPH	-0.0075993
AMT	-0.00602184
AMZ2	0.00412001
ANAPC1	0.00288003
ANAPC10	0.00466072
ANAPC13	-0.00360233
ANAPC15	-0.0086993
ANAPC2	-0.00357734
ANAPC5	0.00275167
ANG	0.00228518
ANGEL1	0.00276496
ANGEL2	-0.00579633
ANGPT1	0.01517825
ANGPT2	0.01011693
ANGPT4	0.00745849
ANGPTL2	0.01094205
ANGPTL3	-0.00968621
ANGPTL4	-0.01217671
ANGPTL7	0.00483694
ANGPTL8	0.00451498
ANK1	-0.00873899
ANK2	0.00650791
ANK3	-0.00088653
ANKEF1	-0.00155217
ANKFY1	0.00050357
ANKH	-0.00792032
ANKHD1	0.00495153
ANKLE2	8.439e-05
ANKMY1	0.00292352
ANKMY2	-0.01483873
ANKRA2	-0.00401708
ANKRD1	-0.00086763
ANKRD10	-0.00970141
ANKRD11	-0.01309099
ANKRD12	0.0048719
ANKRD17	-0.00719062
ANKRD2	0.00722019
ANKRD26	-0.00394164
ANKRD27	-0.00069718
ANKRD28	-0.0188637
ANKRD34C	4.57e-05
ANKRD36	-0.02280643
ANKRD36BP2	-0.00189051
ANKRD40	0.00377341
ANKRD40CL	-0.00171319
ANKRD46	-0.00093631
ANKRD49	-0.01457301
ANKRD53	0.0012338
ANKRD55	-0.00420664
ANKRD6	-0.00174998
ANKRD7	-0.00414751
ANKS1A	0.00045046
ANKS1B	0.0008973
ANKZF1	-0.00352216
ANO1	0.01828063
ANO10	-0.00231257
ANO2	-0.00631449
ANO3	-0.00792207
ANOS1	-0.01007393
ANP32A	-0.00123897
ANP32B	0.0003031
ANP32E	0.01103589
ANPEP	-0.01013868
ANTXR1	-0.00093289
ANXA1	-0.0045874
ANXA10	0.0094563
ANXA11	-0.00054919
ANXA13	0.00288132
ANXA2	-0.00637867
ANXA2P2	-0.00550489
ANXA3	-0.02289095
ANXA4	0.00078324
ANXA5	0.01306304
ANXA6	0.00389813
ANXA7	0.00300044
ANXA9	0.00296961
AOAH	-0.000149
AOC1	-0.00278355
AOC2	0.00573777
AOC3	0.01614965
AOC4P	0.00612378
AOPEP	-0.00229133
AOX1	-0.01745046
AP1AR	0.00321842
AP1B1	-0.00067458
AP1G1	-0.00015758
AP1G2	0.0028094
AP1M2	0.00129564
AP1S1	-0.00829505
AP1S2	0.02338631
AP2A2	-0.00753538
AP2B1	0.00304948
AP2M1	-0.01046732
AP2S1	-0.01347556
AP3B1	0.00880831
AP3B2	-0.00888593
AP3D1	-0.01290344
AP3M2	0.00570374
AP3S1	0.01379114
AP3S2	0.0028737
AP4E1	0.0001042
AP4M1	-0.00461423
AP4S1	0.01057476
AP5M1	0.00124185
AP5S1	-0.00110126
AP5Z1	-0.00412568
APAF1	0.00494608
APBA1	0.00040303
APBA2	-0.00706761
APBA3	-0.00056918
APBB1	-0.00209167
APBB1IP	0.01579722
APBB2	-0.00331017
APBB3	-0.00808118
APC	-0.00707734
APC2	0.00075776
APCS	-0.00898294
APEH	-0.01172433
APEX1	-0.00056082
APEX2	0.00072484
APH1A	0.00255747
APH1B	0.00396423
API5	0.01002787
APIP	0.00069739
APLNR	0.00033132
APLP1	0.00678248
APLP2	-0.01949183
APMAP	-0.01451736
APOA1	-0.00294746
APOA2	-0.00735192
APOA4	0.00581007
APOB	-0.00196358
APOBEC1	0.00023263
APOBEC2	0.00670416
APOBEC3A	-0.00070293
APOBEC3B	0.02130429
APOBEC3C	0.01315469
APOBEC3F	0.00272937
APOBEC3G	0.02857376
APOBR	-0.00779441
APOC1	0.00878247
APOC2	0.01330444
APOC3	-0.00575037
APOD	-0.00461164
APOE	0.00635598
APOF	-0.00228993
APOH	0.003124
APOL1	-0.00124976
APOL2	0.00650938
APOL3	0.01486786
APOL5	-0.00128036
APOL6	0.00431689
APOLD1	-0.01022663
APOM	-0.00445853
APOO	0.00151465
APOOL	0.00343536
APP	-0.00168747
APPBP2	-0.00741732
APPL1	-0.00142866
APPL2	-0.01417071
APRT	0.00751266
APTX	3.144e-05
AQP1	0.01568295
AQP2	0.00140893
AQP3	-0.01458301
AQP4	3.1e-05
AQP5	0.00096431
AQP6	0.00255753
AQP7	0.00589943
AQP8	0.00385559
AQP9	-0.02283336
AQR	0.00236417
AR	-0.00066391
ARAF	-0.00465663
ARAP1	-0.00236219
ARAP2	-0.00351859
ARAP3	0.00345528
ARC	0.01595939
ARCN1	0.01377289
AREG	0.03741783
AREL1	-0.00151968
ARF1	0.00281074
ARF3	-0.00022056
ARF4	0.00689861
ARF5	0.00381593
ARF6	0.00969462
ARFGAP1	0.00310115
ARFGAP2	-0.00483405
ARFGAP3	-0.01004635
ARFGEF1	0.0089853
ARFGEF2	-0.00537846
ARFIP1	-0.00198867
ARFIP2	-0.00102836
ARFRP1	-0.00060327
ARG1	-0.0164338
ARG2	0.00434944
ARGLU1	-0.00067436
ARHGAP1	-0.00299223
ARHGAP10	0.00303914
ARHGAP11A	-0.00224537
ARHGAP12	0.01582942
ARHGAP15	0.01483456
ARHGAP17	0.00164904
ARHGAP19	0.00173309
ARHGAP22	0.00072765
ARHGAP24	0.00244682
ARHGAP25	-0.00368931
ARHGAP26	0.01493603
ARHGAP28	0.00061045
ARHGAP29	0.00989471
ARHGAP32	0.00295612
ARHGAP33	-0.00578602
ARHGAP35	0.00018793
ARHGAP4	-0.00881071
ARHGAP44	-0.00770081
ARHGAP45	0.00022114
ARHGAP5	-0.00774507
ARHGAP6	0.00177355
ARHGDIA	0.00372201
ARHGDIB	0.02636311
ARHGDIG	0.00465432
ARHGEF1	-0.00339516
ARHGEF10	-0.01041575
ARHGEF10L	0.00199764
ARHGEF11	-0.00583311
ARHGEF12	0.00054524
ARHGEF15	0.00732752
ARHGEF16	0.0044158
ARHGEF17	0.00164596
ARHGEF18	-0.01188126
ARHGEF2	0.00462437
ARHGEF26	-0.00680755
ARHGEF28	0.00909553
ARHGEF3	0.00706572
ARHGEF38	0.00085923
ARHGEF4	0.00542358
ARHGEF40	-0.02292758
ARHGEF5	0.00921438
ARHGEF6	0.01419158
ARHGEF7	0.00933683
ARHGEF9	-0.00210686
ARID1A	-0.00482765
ARID3A	-0.00085289
ARID3B	0.00597131
ARID4A	-0.00381908
ARID4B	-0.00431768
ARID5A	0.01193596
ARID5B	-0.00383537
ARIH1	0.00233808
ARIH2	-0.00686548
ARL1	0.01119194
ARL14	0.00039381
ARL15	-0.00533936
ARL2	0.0004148
ARL2BP	-0.00458895
ARL3	-0.00550897
ARL4A	-0.0007819
ARL4C	0.0053695
ARL4D	0.00038094
ARL5A	-0.00129717
ARL6IP1	0.00466322
ARL6IP4	-0.00282124
ARL6IP5	-0.00498546
ARL8B	0.00226056
ARMC1	-0.00323789
ARMC4	-0.00045482
ARMC6	-0.0010534
ARMC7	0.00569535
ARMC8	-0.00660745
ARMC9	-0.0036776
ARMCX1	0.020796
ARMCX2	0.02438787
ARMCX3	0.01743929
ARMCX4	-0.00368038
ARMCX5	-0.00246078
ARMCX6	0.0120356
ARMH3	0.00081507
ARMT1	0.00440995
ARNT	-0.00438948
ARNT2	-0.00112571
ARNTL	0.00211916
ARNTL2	0.01078207
ARPC1A	0.00479601
ARPC1B	-0.0038169
ARPC2	0.00703781
ARPC3	0.01720639
ARPC4	-0.00822426
ARPC5	0.00426301
ARPC5L	0.0018689
ARPP19	-0.00651759
ARPP21	-0.0114583
ARR3	0.00666561
ARRB1	0.0065079
ARRB2	-0.00357683
ARSA	0.0004103
ARSB	0.00094494
ARSD	0.00977411
ARSE	0.00433927
ARSF	0.00428873
ARSJ	-0.00821637
ART1	0.00389301
ART3	-0.00598432
ART4	-0.00027179
ARTN	0.00131366
ARVCF	0.00077665
ASAH1	0.00116874
ASAP1	-0.00244636
ASAP2	-0.01770399
ASAP3	-0.00594917
ASB1	-2.332e-05
ASB13	0.00215219
ASB4	-0.00052009
ASB6	-0.00364509
ASB7	-0.00256364
ASB8	-0.00262158
ASB9	0.00313667
ASCC1	0.00794607
ASCC2	0.00565002
ASCC3	-0.00255385
ASCL1	0.02133777
ASCL2	-0.00493611
ASCL3	0.00104287
ASF1A	-0.00145648
ASF1B	0.00221821
ASGR1	-0.00767156
ASGR2	-0.00058296
ASH1L	-0.00146459
ASH2L	0.01920199
ASIC1	-0.00388243
ASIC2	-0.00183399
ASIC3	9.016e-05
ASIC4	0.00137837
ASIP	0.00220016
ASL	-0.00629812
ASMT	0.0044346
ASMTL	-0.0004086
ASMTL-AS1	0.00228462
ASNA1	-0.00514076
ASNS	-0.01332411
ASNSD1	0.00411696
ASPA	0.00505815
ASPH	-0.00017103
ASPHD1	0.00459624
ASPM	-0.00370172
ASPN	-0.00188297
ASPSCR1	0.00097401
ASRGL1	-0.04427114
ASS1	-0.05127447
ASTE1	-0.00149617
ASTN1	-0.01000785
ASTN2	-0.00965688
ASXL1	-0.00026441
ASXL2	-0.00303576
ATAD2	-0.00802034
ATAD2B	-0.00049033
ATAD3A	-0.00467097
ATAD5	-0.00166268
ATAT1	0.00205147
ATF1	-0.00142938
ATF2	0.00232527
ATF3	0.01291964
ATF4	-0.00933982
ATF5	-0.00037689
ATF6	-0.00045199
ATF6B	0.00542316
ATF7	0.00051711
ATF7IP	-0.00638027
ATF7IP2	-0.00175077
ATG10	0.00224279
ATG101	-0.00939545
ATG12	0.00332483
ATG13	-0.00163214
ATG14	0.00399954
ATG16L1	-0.00779599
ATG2A	-0.00951743
ATG2B	-0.00359117
ATG3	-0.00250703
ATG4A	-6.148e-05
ATG4B	-0.01530828
ATG5	0.00877961
ATG7	0.00181157
ATG9A	-0.00089129
ATIC	-0.00577678
ATM	-0.01392819
ATMIN	-0.00761682
ATN1	0.00814175
ATOH1	-0.0007624
ATOX1	0.00062265
ATP10A	-0.00302293
ATP10B	0.00368152
ATP10D	-0.00282669
ATP11A	0.00469725
ATP11B	-0.01095143
ATP12A	0.00389239
ATP13A1	-0.00718227
ATP13A2	-0.00603233
ATP13A3	0.00112929
ATP1A1	-0.01929476
ATP1A2	-0.00890453
ATP1A3	0.00080655
ATP1B1	-0.0006794
ATP1B2	-0.01015069
ATP1B3	-0.01128857
ATP1B4	0.00272341
ATP2A1	0.01304739
ATP2A2	-0.00801079
ATP2A3	-0.01307575
ATP2B1	0.00490106
ATP2B2	-0.00762126
ATP2B3	-0.00088572
ATP2B4	0.00794807
ATP2C1	0.00407234
ATP2C2	-0.00299685
ATP4A	-0.00377343
ATP4B	0.00329519
ATP5F1A	-0.00220765
ATP5F1B	-0.00092877
ATP5F1C	0.01126477
ATP5F1D	-0.01078847
ATP5F1E	0.00669322
ATP5IF1	-0.00375472
ATP5MC1	-0.001617
ATP5MC2	0.01321805
ATP5MC3	0.0011926
ATP5ME	0.00046454
ATP5MF	0.00610169
ATP5MG	0.00473129
ATP5MPL	0.01378631
ATP5PB	0.0046977
ATP5PD	0.00525676
ATP5PF	0.01128967
ATP5PO	0.00656883
ATP6AP1	-0.00488056
ATP6AP2	0.00655703
ATP6V0A1	-0.00642038
ATP6V0A2	0.00840423
ATP6V0A4	0.00025412
ATP6V0B	-0.00132598
ATP6V0C	-0.01544977
ATP6V0D1	-0.01460934
ATP6V0E1	-0.00177561
ATP6V0E2	-0.0030461
ATP6V1A	0.00224554
ATP6V1B1	0.002699
ATP6V1B2	-0.0090741
ATP6V1C1	0.00543555
ATP6V1D	0.02536825
ATP6V1E1	0.00014206
ATP6V1F	0.00328269
ATP6V1G1	0.00222709
ATP6V1H	0.00859724
ATP7A	0.0163409
ATP7B	-0.01050948
ATP8A1	-0.00871242
ATP8A2	-0.00310205
ATP8B1	0.00998631
ATP8B2	-0.00218728
ATP8B3	-0.00022893
ATP8B4	-0.00441973
ATP9A	-0.00391561
ATP9B	-0.00378508
ATPAF2	0.00109264
ATR	-0.00998606
ATRAID	0.00197997
ATRN	-0.00630407
ATRNL1	0.00497545
ATRX	-0.00796217
ATXN1	-0.00300063
ATXN10	0.00485721
ATXN2	-0.00291778
ATXN2L	-0.00027447
ATXN3	0.00172725
ATXN3L	0.00020115
ATXN7	-0.01512057
ATXN7L1	0.001962
ATXN7L3B	-0.00378511
ATXN8OS	-0.00270293
AUH	-0.01434776
AUNIP	-0.00142035
AUP1	-0.0081934
AURKA	0.00840176
AURKAIP1	-0.01085743
AURKB	0.00711797
AURKC	0.00444141
AUTS2	-0.00505158
AVEN	-0.00427898
AVIL	-0.0083973
AVL9	-0.00891416
AVP	0.00217979
AVPI1	0.00361349
AVPR1A	0.00198203
AVPR1B	0.00587229
AVPR2	0.00427094
AXIN1	-0.00059742
AXL	0.00383844
AZGP1	0.01048756
AZGP1P1	0.00225442
AZI2	-0.0001204
AZIN1	0.01305998
AZU1	-0.00028097
B2M	0.00762669
B3GALNT1	-0.00210002
B3GALT1	-0.00118895
B3GALT2	0.00138441
B3GALT4	0.00576988
B3GALT5	0.00054165
B3GAT1	0.00117589
B3GAT3	-0.0081121
B3GNT2	0.01215668
B3GNT3	0.00925424
B3GNT4	0.00775013
B3GNTL1	0.00025288
B4GALNT1	0.00617699
B4GALT1	-0.00271387
B4GALT2	-0.00102955
B4GALT3	-0.00882073
B4GALT4	-0.00120923
B4GALT5	-0.01408065
B4GALT6	-0.00550678
B4GALT7	-0.00687175
B4GAT1	0.0037372
B9D1	-0.00363212
B9D2	0.00147209
BAALC	0.00119981
BAAT	-0.00498404
BABAM1	-0.01008469
BABAM2	-0.00413445
BACE1	-0.00654806
BACE2	0.00441763
BACH1	-0.0115987
BACH2	-0.00839678
BAD	-0.02603416
BAG1	0.00063378
BAG2	0.00088665
BAG3	-0.00969486
BAG4	-0.00315028
BAG5	-0.00585576
BAG6	-0.00168146
BAHCC1	-0.0002186
BAHD1	-0.00155587
BAIAP2	0.00890628
BAIAP2L2	-0.00319737
BAIAP3	0.00191859
BAK1	0.00713107
BAMBI	-0.00203059
BANF1	0.00413167
BANK1	-0.02550321
BANP	0.00344008
BAP1	-0.00111878
BARD1	0.0051068
BARX1	-0.00122221
BARX2	0.01100988
BASP1	-0.00558361
BATF	0.00926467
BATF3	0.01134301
BAX	-0.00042251
BAZ1A	0.01665263
BAZ1B	-0.0008026
BAZ2A	0.00190655
BAZ2B	-0.00965794
BBC3	-0.00131968
BBIP1	-0.00037009
BBOF1	-0.00595857
BBOX1	0.01068394
BBS1	-0.01500117
BBS10	0.00114704
BBS4	-0.00562573
BBS7	-0.00631415
BBS9	-0.00274731
BBX	0.00071732
BCAM	-0.01178178
BCAN	-0.00223181
BCAP29	0.00191736
BCAP31	-0.00733447
BCAR3	-0.00093213
BCAS1	0.00272266
BCAS2	-0.00748775
BCAS3	-0.0050378
BCAS4	0.00907683
BCAT1	-0.00611465
BCAT2	-0.00891384
BCCIP	-0.00052891
BCHE	0.01009149
BCKDHA	0.00422634
BCKDHB	-0.00029802
BCKDK	0.00261684
BCL10	0.01713697
BCL11A	0.01058545
BCL11B	-0.01882593
BCL2	0.00326411
BCL2A1	-0.00150745
BCL2L1	0.00488919
BCL2L10	0.00031867
BCL2L11	0.00038638
BCL2L13	0.01140984
BCL2L14	-0.0013391
BCL2L2	-0.00089793
BCL3	-0.00944534
BCL6	-0.00933938
BCL7A	0.00470907
BCL7B	0.00491699
BCL7C	0.00441275
BCL9	-0.0068292
BCLAF1	-0.00662924
BCO1	0.00050412
BCOR	-0.0093646
BCORL1	0.00442774
BCR	-0.01455148
BCS1L	-0.00605252
BDH1	0.00668367
BDH2	0.00670665
BDKRB1	0.01291846
BDNF	0.01356809
BEAN1	-0.00536268
BECN1	0.0039552
BEGAIN	-0.00407237
BEND5	0.0084286
BEST1	-0.0033149
BEST2	0.00036404
BET1	0.01385294
BET1L	0.00344782
BEX1	0.00374491
BEX3	-0.0180101
BEX4	0.00820526
BFAR	0.00835065
BFSP1	0.0107036
BFSP2	0.00394242
BGN	-0.01382103
BHLHB9	-0.00436488
BHLHE40	0.01303921
BHLHE41	0.0036871
BHMT	0.00634037
BHMT2	0.00926698
BICC1	0.00585047
BICD1	-0.00359747
BICD2	-0.00944881
BICDL1	0.0013565
BICRA	0.00031839
BICRAL	-7.849e-05
BID	-0.01239062
BIK	0.01910379
BIN1	-0.00112735
BIN2	-0.01092689
BIN3	-0.00262449
BIRC2	-0.00358058
BIRC3	-0.01351865
